trigger,device_type,device_id,description,timestamp_ms,timestamp_iso,timestamp_excel,batteryLevel,batteryVoltage,degC,deviceVersion,lqi,manufacturer,model,relativeHumidity,rssi,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574897472065,2019-11-27T23:31:12.065Z,11/27/2019 23:31:12,75,2.6,27.5,12.26.01,116,greenpeak,gpd,42,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574897831729,2019-11-27T23:37:11.729Z,11/27/2019 23:37:11,75,2.6,27.5,12.26.01,116,greenpeak,gpd,46,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574897832667,2019-11-27T23:37:12.667Z,11/27/2019 23:37:12,75,2.6,27.2,12.26.01,116,greenpeak,gpd,46,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574898313482,2019-11-27T23:45:13.482Z,11/27/2019 23:45:13,75,2.6,27.5,12.26.01,116,greenpeak,gpd,46,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574898552894,2019-11-27T23:49:12.894Z,11/27/2019 23:49:12,75,2.6,27.5,12.26.01,116,greenpeak,gpd,63,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574898553592,2019-11-27T23:49:13.592Z,11/27/2019 23:49:13,75,2.6,27.9,12.26.01,116,greenpeak,gpd,63,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574898793323,2019-11-27T23:53:13.323Z,11/27/2019 23:53:13,75,2.6,27.9,12.26.01,116,greenpeak,gpd,45,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574898793991,2019-11-27T23:53:13.991Z,11/27/2019 23:53:13,75,2.6,27.5,12.26.01,116,greenpeak,gpd,45,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574898914016,2019-11-27T23:55:14.016Z,11/27/2019 23:55:14,75,2.6,27.5,12.26.01,116,greenpeak,gpd,44,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574898914377,2019-11-27T23:55:14.377Z,11/27/2019 23:55:14,75,2.6,27.1,12.26.01,116,greenpeak,gpd,44,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574899033658,2019-11-27T23:57:13.658Z,11/27/2019 23:57:13,75,2.6,27.1,12.26.01,116,greenpeak,gpd,43,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574899034663,2019-11-27T23:57:14.663Z,11/27/2019 23:57:14,75,2.6,26.7,12.26.01,116,greenpeak,gpd,43,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574899214127,2019-11-28T00:00:14.127Z,11/28/2019 00:00:14,75,2.6,26.7,12.26.01,116,greenpeak,gpd,47,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574899214966,2019-11-28T00:00:14.966Z,11/28/2019 00:00:14,75,2.6,26.3,12.26.01,116,greenpeak,gpd,47,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574899334281,2019-11-28T00:02:14.281Z,11/28/2019 00:02:14,75,2.6,26.3,12.26.01,116,greenpeak,gpd,45,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574899335038,2019-11-28T00:02:15.038Z,11/28/2019 00:02:15,75,2.6,26.0,12.26.01,116,greenpeak,gpd,45,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574899455286,2019-11-28T00:04:15.286Z,11/28/2019 00:04:15,75,2.6,25.6,12.26.01,116,greenpeak,gpd,45,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574899575424,2019-11-28T00:06:15.424Z,11/28/2019 00:06:15,75,2.6,25.3,12.26.01,116,greenpeak,gpd,45,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574899815035,2019-11-28T00:10:15.035Z,11/28/2019 00:10:15,75,2.6,25.3,12.26.01,116,greenpeak,gpd,46,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574899816034,2019-11-28T00:10:16.034Z,11/28/2019 00:10:16,75,2.6,25.0,12.26.01,116,greenpeak,gpd,46,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574900355802,2019-11-28T00:19:15.802Z,11/28/2019 00:19:15,75,2.6,25.0,12.26.01,116,greenpeak,gpd,47,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574900356706,2019-11-28T00:19:16.706Z,11/28/2019 00:19:16,75,2.6,24.8,12.26.01,116,greenpeak,gpd,47,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574901257968,2019-11-28T00:34:17.968Z,11/28/2019 00:34:17,75,2.6,24.5,12.26.01,116,greenpeak,gpd,47,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574902159150,2019-11-28T00:49:19.150Z,11/28/2019 00:49:19,75,2.6,24.2,12.26.01,116,greenpeak,gpd,47,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574903000440,2019-11-28T01:03:20.440Z,11/28/2019 01:03:20,75,2.6,23.9,12.26.01,116,greenpeak,gpd,47,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574903901582,2019-11-28T01:18:21.582Z,11/28/2019 01:18:21,75,2.6,23.6,12.26.01,116,greenpeak,gpd,47,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574904802964,2019-11-28T01:33:22.964Z,11/28/2019 01:33:22,75,2.6,23.5,12.26.01,116,greenpeak,gpd,47,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574905704329,2019-11-28T01:48:24.329Z,11/28/2019 01:48:24,75,2.6,23.3,12.26.01,116,greenpeak,gpd,47,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574906605568,2019-11-28T02:03:25.568Z,11/28/2019 02:03:25,75,2.6,23.1,12.26.01,116,greenpeak,gpd,47,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574908407268,2019-11-28T02:33:27.268Z,11/28/2019 02:33:27,75,2.6,23.1,12.26.01,116,greenpeak,gpd,48,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574908408120,2019-11-28T02:33:28.120Z,11/28/2019 02:33:28,75,2.6,23.0,12.26.01,116,greenpeak,gpd,48,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574909249252,2019-11-28T02:47:29.252Z,11/28/2019 02:47:29,75,2.6,23.3,12.26.01,116,greenpeak,gpd,48,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574910150509,2019-11-28T03:02:30.509Z,11/28/2019 03:02:30,75,2.6,23.5,12.26.01,116,greenpeak,gpd,48,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574910930942,2019-11-28T03:15:30.942Z,11/28/2019 03:15:30,75,2.6,23.5,12.26.01,116,greenpeak,gpd,46,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574910931795,2019-11-28T03:15:31.795Z,11/28/2019 03:15:31,75,2.6,23.2,12.26.01,116,greenpeak,gpd,46,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574911832151,2019-11-28T03:30:32.151Z,11/28/2019 03:30:32,75,2.6,23.2,12.26.01,116,greenpeak,gpd,47,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574911832926,2019-11-28T03:30:32.926Z,11/28/2019 03:30:32,75,2.6,23.1,12.26.01,116,greenpeak,gpd,47,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574912733461,2019-11-28T03:45:33.461Z,11/28/2019 03:45:33,75,2.6,23.1,12.26.01,116,greenpeak,gpd,46,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574912734144,2019-11-28T03:45:34.144Z,11/28/2019 03:45:34,75,2.6,22.9,12.26.01,116,greenpeak,gpd,46,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574913635245,2019-11-28T04:00:35.245Z,11/28/2019 04:00:35,75,2.6,22.9,12.26.01,116,greenpeak,gpd,47,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574913635606,2019-11-28T04:00:35.606Z,11/28/2019 04:00:35,75,2.6,22.8,12.26.01,116,greenpeak,gpd,47,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574915437311,2019-11-28T04:30:37.311Z,11/28/2019 04:30:37,75,2.6,22.8,12.26.01,116,greenpeak,gpd,46,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574915438086,2019-11-28T04:30:38.086Z,11/28/2019 04:30:38,75,2.6,22.7,12.26.01,116,greenpeak,gpd,46,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574918142215,2019-11-28T05:15:42.215Z,11/28/2019 05:15:42,75,2.6,22.6,12.26.01,116,greenpeak,gpd,46,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574919042488,2019-11-28T05:30:42.488Z,11/28/2019 05:30:42,75,2.6,22.6,12.26.01,116,greenpeak,gpd,45,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574919944418,2019-11-28T05:45:44.418Z,11/28/2019 05:45:44,75,2.6,22.5,12.26.01,116,greenpeak,gpd,45,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574920845769,2019-11-28T06:00:45.769Z,11/28/2019 06:00:45,75,2.6,22.4,12.26.01,116,greenpeak,gpd,45,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574922648353,2019-11-28T06:30:48.353Z,11/28/2019 06:30:48,75,2.6,22.2,12.26.01,116,greenpeak,gpd,45,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574923548967,2019-11-28T06:45:48.967Z,11/28/2019 06:45:48,75,2.6,22.2,12.26.01,116,greenpeak,gpd,44,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574923549664,2019-11-28T06:45:49.664Z,11/28/2019 06:45:49,75,2.6,22.1,12.26.01,116,greenpeak,gpd,44,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574924450779,2019-11-28T07:00:50.779Z,11/28/2019 07:00:50,75,2.6,22.1,12.26.01,116,greenpeak,gpd,45,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574924451080,2019-11-28T07:00:51.080Z,11/28/2019 07:00:51,75,2.6,22.0,12.26.01,116,greenpeak,gpd,45,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574925352071,2019-11-28T07:15:52.071Z,11/28/2019 07:15:52,75,2.6,21.8,12.26.01,116,greenpeak,gpd,45,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574926252691,2019-11-28T07:30:52.691Z,11/28/2019 07:30:52,75,2.6,21.8,12.26.01,116,greenpeak,gpd,43,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574926253425,2019-11-28T07:30:53.425Z,11/28/2019 07:30:53,75,2.6,21.7,12.26.01,116,greenpeak,gpd,43,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574927153983,2019-11-28T07:45:53.983Z,11/28/2019 07:45:53,75,2.6,21.7,12.26.01,116,greenpeak,gpd,44,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574927154807,2019-11-28T07:45:54.807Z,11/28/2019 07:45:54,75,2.6,21.8,12.26.01,116,greenpeak,gpd,44,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574928055875,2019-11-28T08:00:55.875Z,11/28/2019 08:00:55,75,2.6,21.8,12.26.01,116,greenpeak,gpd,43,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574929858567,2019-11-28T08:30:58.567Z,11/28/2019 08:30:58,75,2.6,21.7,12.26.01,116,greenpeak,gpd,43,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574930759856,2019-11-28T08:45:59.856Z,11/28/2019 08:45:59,75,2.6,21.8,12.26.01,116,greenpeak,gpd,43,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574932562240,2019-11-28T09:16:02.240Z,11/28/2019 09:16:02,75,2.6,21.8,12.26.01,116,greenpeak,gpd,42,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574933462958,2019-11-28T09:31:02.958Z,11/28/2019 09:31:02,75,2.6,21.8,12.26.01,116,greenpeak,gpd,43,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574934364819,2019-11-28T09:46:04.819Z,11/28/2019 09:46:04,75,2.6,21.8,12.26.01,116,greenpeak,gpd,42,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574934365056,2019-11-28T09:46:05.056Z,11/28/2019 09:46:05,75,2.6,21.9,12.26.01,116,greenpeak,gpd,42,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574937069010,2019-11-28T10:31:09.010Z,11/28/2019 10:31:09,75,2.6,21.8,12.26.01,116,greenpeak,gpd,42,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574939772642,2019-11-28T11:16:12.642Z,11/28/2019 11:16:12,75,2.6,21.9,12.26.01,116,greenpeak,gpd,42,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574940673210,2019-11-28T11:31:13.210Z,11/28/2019 11:31:13,75,2.6,21.9,12.26.01,116,greenpeak,gpd,41,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574940673914,2019-11-28T11:31:13.914Z,11/28/2019 11:31:13,75,2.6,21.8,12.26.01,116,greenpeak,gpd,41,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574941574597,2019-11-28T11:46:14.597Z,11/28/2019 11:46:14,75,2.6,21.8,12.26.01,116,greenpeak,gpd,42,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574946080794,2019-11-28T13:01:20.794Z,11/28/2019 13:01:20,75,2.6,21.8,12.26.01,116,greenpeak,gpd,41,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574946982130,2019-11-28T13:16:22.130Z,11/28/2019 13:16:22,75,2.6,21.8,12.26.01,116,greenpeak,gpd,42,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574947643185,2019-11-28T13:27:23.185Z,11/28/2019 13:27:23,75,2.6,21.8,12.26.01,116,greenpeak,gpd,43,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574947643882,2019-11-28T13:27:23.882Z,11/28/2019 13:27:23,75,2.6,22.1,12.26.01,116,greenpeak,gpd,43,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574947944399,2019-11-28T13:32:24.399Z,11/28/2019 13:32:24,75,2.6,22.4,12.26.01,116,greenpeak,gpd,43,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574948184012,2019-11-28T13:36:24.012Z,11/28/2019 13:36:24,75,2.6,22.4,12.26.01,116,greenpeak,gpd,44,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574948184632,2019-11-28T13:36:24.632Z,11/28/2019 13:36:24,75,2.6,22.8,12.26.01,116,greenpeak,gpd,44,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574948424221,2019-11-28T13:40:24.221Z,11/28/2019 13:40:24,75,2.6,22.8,12.26.01,116,greenpeak,gpd,43,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574948425149,2019-11-28T13:40:25.149Z,11/28/2019 13:40:25,75,2.6,23.1,12.26.01,116,greenpeak,gpd,43,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574948664619,2019-11-28T13:44:24.619Z,11/28/2019 13:44:24,75,2.6,23.1,12.26.01,116,greenpeak,gpd,41,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574948665423,2019-11-28T13:44:25.423Z,11/28/2019 13:44:25,75,2.6,23.5,12.26.01,116,greenpeak,gpd,41,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574948905904,2019-11-28T13:48:25.904Z,11/28/2019 13:48:25,75,2.6,23.8,12.26.01,116,greenpeak,gpd,41,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574949085305,2019-11-28T13:51:25.305Z,11/28/2019 13:51:25,75,2.6,23.8,12.26.01,116,greenpeak,gpd,40,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574949086567,2019-11-28T13:51:26.567Z,11/28/2019 13:51:26,75,2.6,24.1,12.26.01,116,greenpeak,gpd,40,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574949266568,2019-11-28T13:54:26.568Z,11/28/2019 13:54:26,75,2.6,24.5,12.26.01,116,greenpeak,gpd,40,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574949445837,2019-11-28T13:57:25.837Z,11/28/2019 13:57:25,75,2.6,24.5,12.26.01,116,greenpeak,gpd,39,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574949446718,2019-11-28T13:57:26.718Z,11/28/2019 13:57:26,75,2.6,24.7,12.26.01,116,greenpeak,gpd,39,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574949687011,2019-11-28T14:01:27.011Z,11/28/2019 14:01:27,75,2.6,25.1,12.26.01,116,greenpeak,gpd,39,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574950106905,2019-11-28T14:08:26.905Z,11/28/2019 14:08:26,75,2.6,25.1,12.26.01,116,greenpeak,gpd,37,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574950107826,2019-11-28T14:08:27.826Z,11/28/2019 14:08:27,75,2.6,25.4,12.26.01,116,greenpeak,gpd,37,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574950348008,2019-11-28T14:12:28.008Z,11/28/2019 14:12:28,75,2.6,25.7,12.26.01,116,greenpeak,gpd,37,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574950587778,2019-11-28T14:16:27.778Z,11/28/2019 14:16:27,75,2.6,25.7,12.26.01,116,greenpeak,gpd,38,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574950588460,2019-11-28T14:16:28.460Z,11/28/2019 14:16:28,75,2.6,26.0,12.26.01,116,greenpeak,gpd,38,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574950948301,2019-11-28T14:22:28.301Z,11/28/2019 14:22:28,75,2.6,26.0,12.26.01,116,greenpeak,gpd,41,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574950949062,2019-11-28T14:22:29.062Z,11/28/2019 14:22:29,75,2.6,26.3,12.26.01,116,greenpeak,gpd,41,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574951068441,2019-11-28T14:24:28.441Z,11/28/2019 14:24:28,75,2.6,26.3,12.26.01,116,greenpeak,gpd,64,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574951069266,2019-11-28T14:24:29.266Z,11/28/2019 14:24:29,75,2.6,26.8,12.26.01,116,greenpeak,gpd,64,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574951128502,2019-11-28T14:25:28.502Z,11/28/2019 14:25:28,75,2.6,26.8,12.26.01,116,greenpeak,gpd,62,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574951129412,2019-11-28T14:25:29.412Z,11/28/2019 14:25:29,75,2.6,27.2,12.26.01,116,greenpeak,gpd,62,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574951248818,2019-11-28T14:27:28.818Z,11/28/2019 14:27:28,75,2.6,27.2,12.26.01,116,greenpeak,gpd,51,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574951249653,2019-11-28T14:27:29.653Z,11/28/2019 14:27:29,75,2.6,27.6,12.26.01,116,greenpeak,gpd,51,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574952090088,2019-11-28T14:41:30.088Z,11/28/2019 14:41:30,75,2.6,27.6,12.26.01,116,greenpeak,gpd,61,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574952090849,2019-11-28T14:41:30.849Z,11/28/2019 14:41:30,75,2.6,28.1,12.26.01,116,greenpeak,gpd,61,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574952210131,2019-11-28T14:43:30.131Z,11/28/2019 14:43:30,75,2.6,28.1,12.26.01,116,greenpeak,gpd,57,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574952211137,2019-11-28T14:43:31.137Z,11/28/2019 14:43:31,75,2.6,28.5,12.26.01,116,greenpeak,gpd,57,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574952510671,2019-11-28T14:48:30.671Z,11/28/2019 14:48:30,75,2.6,28.5,12.26.01,116,greenpeak,gpd,38,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574952511601,2019-11-28T14:48:31.601Z,11/28/2019 14:48:31,75,2.6,28.1,12.26.01,116,greenpeak,gpd,38,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574952811227,2019-11-28T14:53:31.227Z,11/28/2019 14:53:31,75,2.6,28.1,12.26.01,116,greenpeak,gpd,37,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574952812000,2019-11-28T14:53:32Z,11/28/2019 14:53:32,75,2.6,27.8,12.26.01,116,greenpeak,gpd,37,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574953111706,2019-11-28T14:58:31.706Z,11/28/2019 14:58:31,75,2.6,27.8,12.26.01,116,greenpeak,gpd,38,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574953112395,2019-11-28T14:58:32.395Z,11/28/2019 14:58:32,75,2.6,27.5,12.26.01,116,greenpeak,gpd,38,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574953412226,2019-11-28T15:03:32.226Z,11/28/2019 15:03:32,75,2.6,27.5,12.26.01,116,greenpeak,gpd,65,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574953412927,2019-11-28T15:03:32.927Z,11/28/2019 15:03:32,75,2.6,28.0,12.26.01,116,greenpeak,gpd,65,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574953592396,2019-11-28T15:06:32.396Z,11/28/2019 15:06:32,75,2.6,28.0,12.26.01,116,greenpeak,gpd,72,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574953593093,2019-11-28T15:06:33.093Z,11/28/2019 15:06:33,75,2.6,28.5,12.26.01,116,greenpeak,gpd,72,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574953712649,2019-11-28T15:08:32.649Z,11/28/2019 15:08:32,75,2.6,28.5,12.26.01,116,greenpeak,gpd,66,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574953713349,2019-11-28T15:08:33.349Z,11/28/2019 15:08:33,75,2.6,28.8,12.26.01,116,greenpeak,gpd,66,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574954313547,2019-11-28T15:18:33.547Z,11/28/2019 15:18:33,75,2.6,28.8,12.26.01,116,greenpeak,gpd,56,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574954314323,2019-11-28T15:18:34.323Z,11/28/2019 15:18:34,75,2.6,28.5,12.26.01,116,greenpeak,gpd,56,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574954553893,2019-11-28T15:22:33.893Z,11/28/2019 15:22:33,75,2.6,28.5,12.26.01,116,greenpeak,gpd,66,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574954554696,2019-11-28T15:22:34.696Z,11/28/2019 15:22:34,75,2.6,28.2,12.26.01,116,greenpeak,gpd,66,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574954794272,2019-11-28T15:26:34.272Z,11/28/2019 15:26:34,75,2.6,28.2,12.26.01,116,greenpeak,gpd,71,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574954795052,2019-11-28T15:26:35.052Z,11/28/2019 15:26:35,75,2.6,27.9,12.26.01,116,greenpeak,gpd,71,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574954974518,2019-11-28T15:29:34.518Z,11/28/2019 15:29:34,75,2.6,27.9,12.26.01,116,greenpeak,gpd,73,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574954975429,2019-11-28T15:29:35.429Z,11/28/2019 15:29:35,75,2.6,27.6,12.26.01,116,greenpeak,gpd,73,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574955215034,2019-11-28T15:33:35.034Z,11/28/2019 15:33:35,75,2.6,27.6,12.26.01,116,greenpeak,gpd,79,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574955215862,2019-11-28T15:33:35.862Z,11/28/2019 15:33:35,75,2.6,27.2,12.26.01,116,greenpeak,gpd,79,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574955395258,2019-11-28T15:36:35.258Z,11/28/2019 15:36:35,75,2.6,27.2,12.26.01,116,greenpeak,gpd,70,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574955395941,2019-11-28T15:36:35.941Z,11/28/2019 15:36:35,75,2.6,26.9,12.26.01,116,greenpeak,gpd,70,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574955936014,2019-11-28T15:45:36.014Z,11/28/2019 15:45:36,75,2.6,26.9,12.26.01,116,greenpeak,gpd,88,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574955936781,2019-11-28T15:45:36.781Z,11/28/2019 15:45:36,75,2.6,27.3,12.26.01,116,greenpeak,gpd,88,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574956116372,2019-11-28T15:48:36.372Z,11/28/2019 15:48:36,75,2.6,27.3,12.26.01,116,greenpeak,gpd,70,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574956117137,2019-11-28T15:48:37.137Z,11/28/2019 15:48:37,75,2.6,27.0,12.26.01,116,greenpeak,gpd,70,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574956296606,2019-11-28T15:51:36.606Z,11/28/2019 15:51:36,75,2.6,27.0,12.26.01,116,greenpeak,gpd,71,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574956297494,2019-11-28T15:51:37.494Z,11/28/2019 15:51:37,75,2.6,26.6,12.26.01,116,greenpeak,gpd,71,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574956657167,2019-11-28T15:57:37.167Z,11/28/2019 15:57:37,75,2.6,26.6,12.26.01,116,greenpeak,gpd,41,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574956657865,2019-11-28T15:57:37.865Z,11/28/2019 15:57:37,75,2.6,26.1,12.26.01,116,greenpeak,gpd,41,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574956777336,2019-11-28T15:59:37.336Z,11/28/2019 15:59:37,75,2.6,26.1,12.26.01,116,greenpeak,gpd,40,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574956778191,2019-11-28T15:59:38.191Z,11/28/2019 15:59:38,75,2.6,25.7,12.26.01,116,greenpeak,gpd,40,-71,
8,10034,FFFFFFFF006f01c8,Stove hood temp sensor,1574956897626,2019-11-28T16:01:37.626Z,11/28/2019 16:01:37,75,2.6,25.7,12.26.01,116,greenpeak,gpd,41,-71,
