trigger,device_type,device_id,description,timestamp_ms,timestamp_iso,timestamp_excel,batteryLevel,batteryLevelOrig,batteryVoltage,degC,lqi,manufacturer,model,rssi,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574321145570,2019-11-21T07:25:45.570Z,11/21/2019 07:25:45,100,60,2.9,24.0,124,greenpeak,gpd,-70,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574322045586,2019-11-21T07:40:45.586Z,11/21/2019 07:40:45,100,60,2.9,24.0,140,greenpeak,gpd,-67,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574323845501,2019-11-21T08:10:45.501Z,11/21/2019 08:10:45,100,60,2.9,24.0,140,greenpeak,gpd,-67,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574324745342,2019-11-21T08:25:45.342Z,11/21/2019 08:25:45,100,60,2.9,24.0,124,greenpeak,gpd,-70,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574325645428,2019-11-21T08:40:45.428Z,11/21/2019 08:40:45,100,60,2.9,24.0,140,greenpeak,gpd,-67,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574327445446,2019-11-21T09:10:45.446Z,11/21/2019 09:10:45,100,60,2.9,24.0,140,greenpeak,gpd,-67,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574328345327,2019-11-21T09:25:45.327Z,11/21/2019 09:25:45,100,60,2.9,24.0,124,greenpeak,gpd,-70,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574329245279,2019-11-21T09:40:45.279Z,11/21/2019 09:40:45,100,60,2.9,24.0,140,greenpeak,gpd,-67,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574330145191,2019-11-21T09:55:45.191Z,11/21/2019 09:55:45,100,60,2.9,24.0,124,greenpeak,gpd,-70,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574331045145,2019-11-21T10:10:45.145Z,11/21/2019 10:10:45,100,60,2.9,24.0,136,greenpeak,gpd,-68,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574331944978,2019-11-21T10:25:44.978Z,11/21/2019 10:25:44,100,60,2.9,24.0,124,greenpeak,gpd,-70,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574332845100,2019-11-21T10:40:45.100Z,11/21/2019 10:40:45,100,60,2.9,24.0,132,greenpeak,gpd,-69,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574333744957,2019-11-21T10:55:44.957Z,11/21/2019 10:55:44,100,60,2.9,24.0,100,greenpeak,gpd,-74,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574334644973,2019-11-21T11:10:44.973Z,11/21/2019 11:10:44,100,60,2.9,24.0,140,greenpeak,gpd,-67,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574335544912,2019-11-21T11:25:44.912Z,11/21/2019 11:25:44,100,60,2.9,24.0,128,greenpeak,gpd,-69,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574335547676,2019-11-21T11:25:47.676Z,11/21/2019 11:25:47,100,60,2.9,24.0,128,greenpeak,gpd,-69,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574336444970,2019-11-21T11:40:44.970Z,11/21/2019 11:40:44,100,60,2.9,24.0,104,greenpeak,gpd,-73,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574337344815,2019-11-21T11:55:44.815Z,11/21/2019 11:55:44,100,60,2.9,24.0,136,greenpeak,gpd,-68,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574338244861,2019-11-21T12:10:44.861Z,11/21/2019 12:10:44,100,60,2.9,24.0,112,greenpeak,gpd,-72,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574339144733,2019-11-21T12:25:44.733Z,11/21/2019 12:25:44,100,60,2.9,24.0,120,greenpeak,gpd,-71,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574340044664,2019-11-21T12:40:44.664Z,11/21/2019 12:40:44,100,60,2.9,24.0,116,greenpeak,gpd,-71,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574340944640,2019-11-21T12:55:44.640Z,11/21/2019 12:55:44,100,60,2.9,25.0,132,greenpeak,gpd,-69,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574341844657,2019-11-21T13:10:44.657Z,11/21/2019 13:10:44,100,60,2.9,24.0,120,greenpeak,gpd,-71,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574342744669,2019-11-21T13:25:44.669Z,11/21/2019 13:25:44,100,60,2.9,25.0,128,greenpeak,gpd,-69,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574343644715,2019-11-21T13:40:44.715Z,11/21/2019 13:40:44,100,60,2.9,25.0,116,greenpeak,gpd,-71,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574344544453,2019-11-21T13:55:44.453Z,11/21/2019 13:55:44,100,60,2.9,25.0,132,greenpeak,gpd,-69,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574345444460,2019-11-21T14:10:44.460Z,11/21/2019 14:10:44,100,60,2.9,25.0,120,greenpeak,gpd,-71,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574346344464,2019-11-21T14:25:44.464Z,11/21/2019 14:25:44,100,60,2.9,25.0,124,greenpeak,gpd,-70,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574347244289,2019-11-21T14:40:44.289Z,11/21/2019 14:40:44,100,60,2.9,25.0,128,greenpeak,gpd,-69,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574348144396,2019-11-21T14:55:44.396Z,11/21/2019 14:55:44,100,60,2.9,25.0,124,greenpeak,gpd,-70,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574349944595,2019-11-21T15:25:44.595Z,11/21/2019 15:25:44,100,60,2.9,25.0,120,greenpeak,gpd,-71,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574350844325,2019-11-21T15:40:44.325Z,11/21/2019 15:40:44,100,60,2.9,25.0,124,greenpeak,gpd,-70,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574352644036,2019-11-21T16:10:44.036Z,11/21/2019 16:10:44,100,60,2.9,25.0,124,greenpeak,gpd,-70,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574353544082,2019-11-21T16:25:44.082Z,11/21/2019 16:25:44,100,60,2.9,25.0,132,greenpeak,gpd,-69,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574354444082,2019-11-21T16:40:44.082Z,11/21/2019 16:40:44,100,60,2.9,24.0,132,greenpeak,gpd,-69,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574355344003,2019-11-21T16:55:44.003Z,11/21/2019 16:55:44,100,60,2.9,25.0,120,greenpeak,gpd,-71,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574356243986,2019-11-21T17:10:43.986Z,11/21/2019 17:10:43,100,60,2.9,25.0,136,greenpeak,gpd,-68,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574357143964,2019-11-21T17:25:43.964Z,11/21/2019 17:25:43,100,60,2.9,24.0,132,greenpeak,gpd,-69,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574358043819,2019-11-21T17:40:43.819Z,11/21/2019 17:40:43,100,60,2.9,25.0,132,greenpeak,gpd,-69,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574358943815,2019-11-21T17:55:43.815Z,11/21/2019 17:55:43,100,60,2.9,25.0,128,greenpeak,gpd,-69,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574359843809,2019-11-21T18:10:43.809Z,11/21/2019 18:10:43,100,60,2.9,24.0,132,greenpeak,gpd,-69,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574360743912,2019-11-21T18:25:43.912Z,11/21/2019 18:25:43,100,60,2.9,24.0,128,greenpeak,gpd,-69,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574361643682,2019-11-21T18:40:43.682Z,11/21/2019 18:40:43,100,60,2.9,24.0,132,greenpeak,gpd,-69,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574362543654,2019-11-21T18:55:43.654Z,11/21/2019 18:55:43,100,60,2.9,24.0,128,greenpeak,gpd,-69,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574363443719,2019-11-21T19:10:43.719Z,11/21/2019 19:10:43,100,60,2.9,25.0,128,greenpeak,gpd,-69,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574364343522,2019-11-21T19:25:43.522Z,11/21/2019 19:25:43,100,60,2.9,24.0,124,greenpeak,gpd,-70,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574365243637,2019-11-21T19:40:43.637Z,11/21/2019 19:40:43,100,60,2.9,25.0,124,greenpeak,gpd,-70,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574366143557,2019-11-21T19:55:43.557Z,11/21/2019 19:55:43,100,60,2.9,25.0,132,greenpeak,gpd,-69,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574367043546,2019-11-21T20:10:43.546Z,11/21/2019 20:10:43,100,60,2.9,25.0,128,greenpeak,gpd,-69,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574367943522,2019-11-21T20:25:43.522Z,11/21/2019 20:25:43,100,60,2.9,25.0,128,greenpeak,gpd,-69,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574368843448,2019-11-21T20:40:43.448Z,11/21/2019 20:40:43,100,60,2.9,25.0,140,greenpeak,gpd,-67,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574369743335,2019-11-21T20:55:43.335Z,11/21/2019 20:55:43,100,60,2.9,25.0,132,greenpeak,gpd,-69,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574370643340,2019-11-21T21:10:43.340Z,11/21/2019 21:10:43,100,60,2.9,25.0,136,greenpeak,gpd,-68,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574371543292,2019-11-21T21:25:43.292Z,11/21/2019 21:25:43,100,60,2.9,24.0,132,greenpeak,gpd,-69,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574372443179,2019-11-21T21:40:43.179Z,11/21/2019 21:40:43,100,60,2.9,25.0,108,greenpeak,gpd,-73,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574373343167,2019-11-21T21:55:43.167Z,11/21/2019 21:55:43,100,60,2.9,25.0,112,greenpeak,gpd,-72,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574374243208,2019-11-21T22:10:43.208Z,11/21/2019 22:10:43,100,60,2.9,25.0,116,greenpeak,gpd,-71,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574375143123,2019-11-21T22:25:43.123Z,11/21/2019 22:25:43,100,60,2.9,25.0,128,greenpeak,gpd,-69,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574376043048,2019-11-21T22:40:43.048Z,11/21/2019 22:40:43,100,60,2.9,25.0,132,greenpeak,gpd,-69,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574376943062,2019-11-21T22:55:43.062Z,11/21/2019 22:55:43,100,60,2.9,25.0,88,greenpeak,gpd,-76,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574377843025,2019-11-21T23:10:43.025Z,11/21/2019 23:10:43,100,60,2.9,25.0,128,greenpeak,gpd,-69,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574378742912,2019-11-21T23:25:42.912Z,11/21/2019 23:25:42,100,60,2.9,25.0,92,greenpeak,gpd,-75,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574378745614,2019-11-21T23:25:45.614Z,11/21/2019 23:25:45,100,60,2.9,25.0,112,greenpeak,gpd,-72,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574379643009,2019-11-21T23:40:43.009Z,11/21/2019 23:40:43,100,60,2.9,24.0,144,greenpeak,gpd,-67,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574380542925,2019-11-21T23:55:42.925Z,11/21/2019 23:55:42,100,60,2.9,22.0,132,greenpeak,gpd,-69,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574381442918,2019-11-22T00:10:42.918Z,11/22/2019 00:10:42,100,60,2.9,23.0,112,greenpeak,gpd,-72,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574382342754,2019-11-22T00:25:42.754Z,11/22/2019 00:25:42,100,60,2.9,23.0,116,greenpeak,gpd,-71,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574383242726,2019-11-22T00:40:42.726Z,11/22/2019 00:40:42,100,60,2.9,23.0,124,greenpeak,gpd,-70,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574384142741,2019-11-22T00:55:42.741Z,11/22/2019 00:55:42,100,60,2.9,24.0,148,greenpeak,gpd,-66,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574385042710,2019-11-22T01:10:42.710Z,11/22/2019 01:10:42,100,60,2.9,24.0,128,greenpeak,gpd,-69,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574385942608,2019-11-22T01:25:42.608Z,11/22/2019 01:25:42,100,60,2.9,24.0,136,greenpeak,gpd,-68,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574386842620,2019-11-22T01:40:42.620Z,11/22/2019 01:40:42,100,60,2.9,24.0,124,greenpeak,gpd,-70,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574387742638,2019-11-22T01:55:42.638Z,11/22/2019 01:55:42,100,60,2.9,24.0,96,greenpeak,gpd,-75,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574388642544,2019-11-22T02:10:42.544Z,11/22/2019 02:10:42,100,60,2.9,24.0,132,greenpeak,gpd,-69,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574389542605,2019-11-22T02:25:42.605Z,11/22/2019 02:25:42,100,60,2.9,24.0,136,greenpeak,gpd,-68,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574390442384,2019-11-22T02:40:42.384Z,11/22/2019 02:40:42,100,60,2.9,23.0,124,greenpeak,gpd,-70,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574391342369,2019-11-22T02:55:42.369Z,11/22/2019 02:55:42,100,60,2.9,26.0,132,greenpeak,gpd,-69,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574392242336,2019-11-22T03:10:42.336Z,11/22/2019 03:10:42,100,60,2.9,29.0,140,greenpeak,gpd,-67,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574393142284,2019-11-22T03:25:42.284Z,11/22/2019 03:25:42,100,60,2.9,31.0,144,greenpeak,gpd,-67,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574394042247,2019-11-22T03:40:42.247Z,11/22/2019 03:40:42,100,60,2.9,32.0,136,greenpeak,gpd,-68,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574394942272,2019-11-22T03:55:42.272Z,11/22/2019 03:55:42,100,60,2.9,32.0,140,greenpeak,gpd,-67,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574399442067,2019-11-22T05:10:42.067Z,11/22/2019 05:10:42,100,60,2.9,31.0,140,greenpeak,gpd,-67,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574402141943,2019-11-22T05:55:41.943Z,11/22/2019 05:55:41,100,60,2.9,30.0,140,greenpeak,gpd,-67,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574403041782,2019-11-22T06:10:41.782Z,11/22/2019 06:10:41,100,60,2.9,29.0,140,greenpeak,gpd,-67,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574404842399,2019-11-22T06:40:42.399Z,11/22/2019 06:40:42,100,60,2.9,28.0,140,greenpeak,gpd,-67,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574407541619,2019-11-22T07:25:41.619Z,11/22/2019 07:25:41,100,60,2.9,27.0,140,greenpeak,gpd,-67,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574412941390,2019-11-22T08:55:41.390Z,11/22/2019 08:55:41,100,60,2.9,26.0,140,greenpeak,gpd,-67,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574419241107,2019-11-22T10:40:41.107Z,11/22/2019 10:40:41,100,60,2.9,25.0,140,greenpeak,gpd,-67,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574420141323,2019-11-22T10:55:41.323Z,11/22/2019 10:55:41,100,60,2.9,26.0,140,greenpeak,gpd,-67,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574421041006,2019-11-22T11:10:41.006Z,11/22/2019 11:10:41,100,60,2.9,25.0,140,greenpeak,gpd,-67,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574422840991,2019-11-22T11:40:40.991Z,11/22/2019 11:40:40,100,60,2.9,26.0,140,greenpeak,gpd,-67,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574424640900,2019-11-22T12:10:40.900Z,11/22/2019 12:10:40,100,60,2.9,25.0,140,greenpeak,gpd,-67,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574426440756,2019-11-22T12:40:40.756Z,11/22/2019 12:40:40,100,60,2.9,26.0,140,greenpeak,gpd,-67,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574427340786,2019-11-22T12:55:40.786Z,11/22/2019 12:55:40,100,60,2.9,25.0,140,greenpeak,gpd,-67,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574439040207,2019-11-22T16:10:40.207Z,11/22/2019 16:10:40,100,60,2.9,24.0,140,greenpeak,gpd,-67,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574439940232,2019-11-22T16:25:40.232Z,11/22/2019 16:25:40,100,60,2.9,25.0,140,greenpeak,gpd,-67,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574444439951,2019-11-22T17:40:39.951Z,11/22/2019 17:40:39,100,60,2.9,24.0,140,greenpeak,gpd,-67,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574447139926,2019-11-22T18:25:39.926Z,11/22/2019 18:25:39,100,60,2.9,25.0,140,greenpeak,gpd,-67,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574448039820,2019-11-22T18:40:39.820Z,11/22/2019 18:40:39,100,60,2.9,24.0,140,greenpeak,gpd,-67,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574450739698,2019-11-22T19:25:39.698Z,11/22/2019 19:25:39,100,60,2.9,25.0,140,greenpeak,gpd,-67,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574451639787,2019-11-22T19:40:39.787Z,11/22/2019 19:40:39,100,60,2.9,24.0,140,greenpeak,gpd,-67,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574453439486,2019-11-22T20:10:39.486Z,11/22/2019 20:10:39,100,60,2.9,25.0,140,greenpeak,gpd,-67,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574454339479,2019-11-22T20:25:39.479Z,11/22/2019 20:25:39,100,60,2.9,24.0,140,greenpeak,gpd,-67,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574459739913,2019-11-22T21:55:39.913Z,11/22/2019 21:55:39,100,60,2.9,25.0,140,greenpeak,gpd,-67,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574460639322,2019-11-22T22:10:39.322Z,11/22/2019 22:10:39,100,60,2.9,24.0,140,greenpeak,gpd,-67,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574461539346,2019-11-22T22:25:39.346Z,11/22/2019 22:25:39,100,60,2.9,25.0,140,greenpeak,gpd,-67,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574462439175,2019-11-22T22:40:39.175Z,11/22/2019 22:40:39,100,60,2.9,24.0,140,greenpeak,gpd,-67,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574465139055,2019-11-22T23:25:39.055Z,11/22/2019 23:25:39,100,60,2.9,25.0,140,greenpeak,gpd,-67,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574466038986,2019-11-22T23:40:38.986Z,11/22/2019 23:40:38,100,60,2.9,24.0,140,greenpeak,gpd,-67,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574470538808,2019-11-23T00:55:38.808Z,11/23/2019 00:55:38,100,60,2.9,25.0,140,greenpeak,gpd,-67,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574500237542,2019-11-23T09:10:37.542Z,11/23/2019 09:10:37,100,60,2.9,24.0,140,greenpeak,gpd,-67,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574501137363,2019-11-23T09:25:37.363Z,11/23/2019 09:25:37,100,60,2.9,25.0,140,greenpeak,gpd,-67,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574504737365,2019-11-23T10:25:37.365Z,11/23/2019 10:25:37,100,60,2.9,24.0,140,greenpeak,gpd,-67,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574505637323,2019-11-23T10:40:37.323Z,11/23/2019 10:40:37,100,60,2.9,25.0,140,greenpeak,gpd,-67,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574506537291,2019-11-23T10:55:37.291Z,11/23/2019 10:55:37,100,60,2.9,24.0,140,greenpeak,gpd,-67,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574508337088,2019-11-23T11:25:37.088Z,11/23/2019 11:25:37,100,60,2.9,25.0,140,greenpeak,gpd,-67,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574509237136,2019-11-23T11:40:37.136Z,11/23/2019 11:40:37,100,60,2.9,24.0,140,greenpeak,gpd,-67,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574511036945,2019-11-23T12:10:36.945Z,11/23/2019 12:10:36,100,60,2.9,25.0,140,greenpeak,gpd,-67,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574511936919,2019-11-23T12:25:36.919Z,11/23/2019 12:25:36,100,60,2.9,24.0,140,greenpeak,gpd,-67,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574533535975,2019-11-23T18:25:35.975Z,11/23/2019 18:25:35,100,60,2.9,25.0,140,greenpeak,gpd,-67,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574534435835,2019-11-23T18:40:35.835Z,11/23/2019 18:40:35,100,60,2.9,24.0,140,greenpeak,gpd,-67,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574537136443,2019-11-23T19:25:36.443Z,11/23/2019 19:25:36,100,60,2.9,25.0,140,greenpeak,gpd,-67,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574538035740,2019-11-23T19:40:35.740Z,11/23/2019 19:40:35,100,60,2.9,24.0,140,greenpeak,gpd,-67,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574538935793,2019-11-23T19:55:35.793Z,11/23/2019 19:55:35,100,60,2.9,25.0,140,greenpeak,gpd,-67,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574540735669,2019-11-23T20:25:35.669Z,11/23/2019 20:25:35,100,60,2.9,24.0,140,greenpeak,gpd,-67,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574544336088,2019-11-23T21:25:36.088Z,11/23/2019 21:25:36,100,60,2.9,25.0,140,greenpeak,gpd,-67,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574553335048,2019-11-23T23:55:35.048Z,11/23/2019 23:55:35,100,60,2.9,26.0,140,greenpeak,gpd,-67,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574560534671,2019-11-24T01:55:34.671Z,11/24/2019 01:55:34,100,60,2.9,25.0,140,greenpeak,gpd,-67,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574579433978,2019-11-24T07:10:33.978Z,11/24/2019 07:10:33,100,60,2.9,24.0,140,greenpeak,gpd,-67,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574580333936,2019-11-24T07:25:33.936Z,11/24/2019 07:25:33,100,60,2.9,25.0,140,greenpeak,gpd,-67,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574581233910,2019-11-24T07:40:33.910Z,11/24/2019 07:40:33,100,60,2.9,24.0,140,greenpeak,gpd,-67,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574585733590,2019-11-24T08:55:33.590Z,11/24/2019 08:55:33,100,60,2.9,25.0,140,greenpeak,gpd,-67,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574589333447,2019-11-24T09:55:33.447Z,11/24/2019 09:55:33,100,60,2.9,24.0,140,greenpeak,gpd,-67,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574590233382,2019-11-24T10:10:33.382Z,11/24/2019 10:10:33,100,60,2.9,25.0,140,greenpeak,gpd,-67,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574592033303,2019-11-24T10:40:33.303Z,11/24/2019 10:40:33,100,60,2.9,24.0,140,greenpeak,gpd,-67,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574604633396,2019-11-24T14:10:33.396Z,11/24/2019 14:10:33,100,60,2.9,25.0,140,greenpeak,gpd,-67,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574605533294,2019-11-24T14:25:33.294Z,11/24/2019 14:25:33,100,60,2.9,24.0,140,greenpeak,gpd,-67,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574614532374,2019-11-24T16:55:32.374Z,11/24/2019 16:55:32,100,60,2.9,25.0,140,greenpeak,gpd,-67,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574616332138,2019-11-24T17:25:32.138Z,11/24/2019 17:25:32,100,60,2.9,22.0,140,greenpeak,gpd,-67,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574616334989,2019-11-24T17:25:34.989Z,11/24/2019 17:25:34,100,60,2.8,22.0,140,greenpeak,gpd,-67,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574621731874,2019-11-24T18:55:31.874Z,11/24/2019 18:55:31,100,60,2.8,25.0,140,greenpeak,gpd,-67,
8,10033,FFFFFFFF0060f700,Oven TempHumid Sensor 91819,1574622631970,2019-11-24T19:10:31.970Z,11/24/2019 19:10:31,100,60,2.8,28.0,140,greenpeak,gpd,-67,
