trigger,device_type,device_id,description,timestamp_ms,timestamp_iso,timestamp_excel,batteryDefect,batteryLevel,batteryLow,batteryVoltage,deviceVersion,doorStatus,lqi,manufacturer,model,ppc.charging,rssi,tamper,
8,10014,FFFFFFFF006eb692,Entry Sensor Front Door New,1574070729336,2019-11-18T09:52:09.336Z,11/18/2019 09:52:09,0,100,0,2.7,13.26.01,0,56,greenpeak,gpd,0,-81,0,
8,10014,FFFFFFFF006eb692,Entry Sensor Front Door New,1574071629301,2019-11-18T10:07:09.301Z,11/18/2019 10:07:09,0,100,0,2.7,13.26.01,0,60,greenpeak,gpd,0,-81,0,
8,10014,FFFFFFFF006eb692,Entry Sensor Front Door New,1574072529306,2019-11-18T10:22:09.306Z,11/18/2019 10:22:09,0,100,0,2.7,13.26.01,0,52,greenpeak,gpd,0,-82,0,
8,10014,FFFFFFFF006eb692,Entry Sensor Front Door New,1574073429382,2019-11-18T10:37:09.382Z,11/18/2019 10:37:09,0,100,0,2.7,13.26.01,0,56,greenpeak,gpd,0,-81,0,
8,10014,FFFFFFFF006eb692,Entry Sensor Front Door New,1574074329275,2019-11-18T10:52:09.275Z,11/18/2019 10:52:09,0,100,0,2.7,13.26.01,0,76,greenpeak,gpd,0,-78,0,
8,10014,FFFFFFFF006eb692,Entry Sensor Front Door New,1574075152857,2019-11-18T11:05:52.857Z,11/18/2019 11:05:52,0,100,0,2.7,13.26.01,1,76,greenpeak,gpd,0,-78,0,
8,10014,FFFFFFFF006eb692,Entry Sensor Front Door New,1574075157470,2019-11-18T11:05:57.470Z,11/18/2019 11:05:57,0,100,0,2.7,13.26.01,0,36,greenpeak,gpd,0,-84,0,
8,10014,FFFFFFFF006eb692,Entry Sensor Front Door New,1574075229087,2019-11-18T11:07:09.087Z,11/18/2019 11:07:09,0,100,0,2.7,13.26.01,0,48,greenpeak,gpd,0,-83,0,
8,10014,FFFFFFFF006eb692,Entry Sensor Front Door New,1574075573875,2019-11-18T11:12:53.875Z,11/18/2019 11:12:53,0,100,0,2.7,13.26.01,1,76,greenpeak,gpd,0,-78,0,
8,10014,FFFFFFFF006eb692,Entry Sensor Front Door New,1574075581332,2019-11-18T11:13:01.332Z,11/18/2019 11:13:01,0,100,0,2.7,13.26.01,0,92,greenpeak,gpd,0,-75,0,
8,10014,FFFFFFFF006eb692,Entry Sensor Front Door New,1574076129182,2019-11-18T11:22:09.182Z,11/18/2019 11:22:09,0,100,0,2.7,13.26.01,0,4,greenpeak,gpd,0,-90,0,
8,10014,FFFFFFFF006eb692,Entry Sensor Front Door New,1574077029177,2019-11-18T11:37:09.177Z,11/18/2019 11:37:09,0,100,0,2.7,13.26.01,0,76,greenpeak,gpd,0,-78,0,
8,10014,FFFFFFFF006eb692,Entry Sensor Front Door New,1574077929129,2019-11-18T11:52:09.129Z,11/18/2019 11:52:09,0,100,0,2.7,13.26.01,0,32,greenpeak,gpd,0,-85,0,
8,10014,FFFFFFFF006eb692,Entry Sensor Front Door New,1574078829169,2019-11-18T12:07:09.169Z,11/18/2019 12:07:09,0,100,0,2.7,13.26.01,0,36,greenpeak,gpd,0,-84,0,
8,10014,FFFFFFFF006eb692,Entry Sensor Front Door New,1574079729140,2019-11-18T12:22:09.140Z,11/18/2019 12:22:09,0,100,0,2.7,13.26.01,0,88,greenpeak,gpd,0,-76,0,
8,10014,FFFFFFFF006eb692,Entry Sensor Front Door New,1574080629070,2019-11-18T12:37:09.070Z,11/18/2019 12:37:09,0,100,0,2.7,13.26.01,0,80,greenpeak,gpd,0,-77,0,
8,10014,FFFFFFFF006eb692,Entry Sensor Front Door New,1574081509126,2019-11-18T12:51:49.126Z,11/18/2019 12:51:49,0,100,0,2.7,13.26.01,0,76,greenpeak,gpd,0,-78,0,
8,10014,FFFFFFFF006eb692,Entry Sensor Front Door New,1574081529024,2019-11-18T12:52:09.024Z,11/18/2019 12:52:09,0,100,0,2.7,13.26.01,0,92,greenpeak,gpd,0,-75,0,
8,10014,FFFFFFFF006eb692,Entry Sensor Front Door New,1574082429137,2019-11-18T13:07:09.137Z,11/18/2019 13:07:09,0,100,0,2.7,13.26.01,0,76,greenpeak,gpd,0,-78,0,
8,10014,FFFFFFFF006eb692,Entry Sensor Front Door New,1574083329101,2019-11-18T13:22:09.101Z,11/18/2019 13:22:09,0,100,0,2.7,13.26.01,0,72,greenpeak,gpd,0,-79,0,
8,10014,FFFFFFFF006eb692,Entry Sensor Front Door New,1574086929112,2019-11-18T14:22:09.112Z,11/18/2019 14:22:09,0,100,0,2.7,13.26.01,0,72,greenpeak,gpd,0,-79,0,
8,10014,FFFFFFFF006eb692,Entry Sensor Front Door New,1574087828951,2019-11-18T14:37:08.951Z,11/18/2019 14:37:08,0,100,0,2.7,13.26.01,0,96,greenpeak,gpd,0,-75,0,
8,10014,FFFFFFFF006eb692,Entry Sensor Front Door New,1574088728982,2019-11-18T14:52:08.982Z,11/18/2019 14:52:08,0,100,0,2.7,13.26.01,0,76,greenpeak,gpd,0,-78,0,
8,10014,FFFFFFFF006eb692,Entry Sensor Front Door New,1574089628961,2019-11-18T15:07:08.961Z,11/18/2019 15:07:08,0,100,0,2.7,13.26.01,0,88,greenpeak,gpd,0,-76,0,
8,10014,FFFFFFFF006eb692,Entry Sensor Front Door New,1574090528971,2019-11-18T15:22:08.971Z,11/18/2019 15:22:08,0,100,0,2.7,13.26.01,0,92,greenpeak,gpd,0,-75,0,
8,10014,FFFFFFFF006eb692,Entry Sensor Front Door New,1574091428926,2019-11-18T15:37:08.926Z,11/18/2019 15:37:08,0,100,0,2.7,13.26.01,0,88,greenpeak,gpd,0,-76,0,
8,10014,FFFFFFFF006eb692,Entry Sensor Front Door New,1574092329007,2019-11-18T15:52:09.007Z,11/18/2019 15:52:09,0,100,0,2.7,13.26.01,0,76,greenpeak,gpd,0,-78,0,
8,10014,FFFFFFFF006eb692,Entry Sensor Front Door New,1574093228906,2019-11-18T16:07:08.906Z,11/18/2019 16:07:08,0,100,0,2.7,13.26.01,0,76,greenpeak,gpd,0,-78,0,
8,10014,FFFFFFFF006eb692,Entry Sensor Front Door New,1574094129417,2019-11-18T16:22:09.417Z,11/18/2019 16:22:09,0,100,0,2.7,13.26.01,0,72,greenpeak,gpd,0,-79,0,
8,10014,FFFFFFFF006eb692,Entry Sensor Front Door New,1574095028896,2019-11-18T16:37:08.896Z,11/18/2019 16:37:08,0,100,0,2.7,13.26.01,0,88,greenpeak,gpd,0,-76,0,
8,10014,FFFFFFFF006eb692,Entry Sensor Front Door New,1574097728780,2019-11-18T17:22:08.780Z,11/18/2019 17:22:08,0,100,0,2.7,13.26.01,0,88,greenpeak,gpd,0,-76,0,
