trigger,device_type,device_id,description,timestamp_ms,timestamp_iso,timestamp_excel,batteryDefect,batteryLevel,batteryLow,batteryVoltage,deviceVersion,lqi,manufacturer,model,motionStatus,ppc.charging,rssi,tamper,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574544186445,2019-11-23T21:23:06.445Z,11/23/2019 21:23:06,0,100,0,3.0,13.26.01,200,greenpeak,gpd,1,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574544190316,2019-11-23T21:23:10.316Z,11/23/2019 21:23:10,0,100,0,3.0,13.26.01,200,greenpeak,gpd,0,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574544193129,2019-11-23T21:23:13.129Z,11/23/2019 21:23:13,0,100,0,3.0,13.26.01,200,greenpeak,gpd,1,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574544199055,2019-11-23T21:23:19.055Z,11/23/2019 21:23:19,0,100,0,3.0,13.26.01,200,greenpeak,gpd,0,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574549552587,2019-11-23T22:52:32.587Z,11/23/2019 22:52:32,0,100,0,3.0,13.26.01,200,greenpeak,gpd,1,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574549562625,2019-11-23T22:52:42.625Z,11/23/2019 22:52:42,0,100,0,3.0,13.26.01,200,greenpeak,gpd,0,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574549582359,2019-11-23T22:53:02.359Z,11/23/2019 22:53:02,0,100,0,3.0,13.26.01,200,greenpeak,gpd,1,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574549586271,2019-11-23T22:53:06.271Z,11/23/2019 22:53:06,0,100,0,3.0,13.26.01,200,greenpeak,gpd,0,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574549653140,2019-11-23T22:54:13.140Z,11/23/2019 22:54:13,0,100,0,3.0,13.26.01,200,greenpeak,gpd,1,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574549657000,2019-11-23T22:54:17Z,11/23/2019 22:54:17,0,100,0,3.0,13.26.01,200,greenpeak,gpd,0,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574549660153,2019-11-23T22:54:20.153Z,11/23/2019 22:54:20,0,100,0,3.0,13.26.01,200,greenpeak,gpd,1,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574549664079,2019-11-23T22:54:24.079Z,11/23/2019 22:54:24,0,100,0,3.0,13.26.01,200,greenpeak,gpd,0,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574550455620,2019-11-23T23:07:35.620Z,11/23/2019 23:07:35,0,100,0,3.0,13.26.01,200,greenpeak,gpd,1,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574550459461,2019-11-23T23:07:39.461Z,11/23/2019 23:07:39,0,100,0,3.0,13.26.01,200,greenpeak,gpd,0,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574550494952,2019-11-23T23:08:14.952Z,11/23/2019 23:08:14,0,100,0,3.0,13.26.01,200,greenpeak,gpd,1,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574550500949,2019-11-23T23:08:20.949Z,11/23/2019 23:08:20,0,100,0,3.0,13.26.01,200,greenpeak,gpd,0,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574550717754,2019-11-23T23:11:57.754Z,11/23/2019 23:11:57,0,100,0,3.0,13.26.01,200,greenpeak,gpd,1,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574550725668,2019-11-23T23:12:05.668Z,11/23/2019 23:12:05,0,100,0,3.0,13.26.01,200,greenpeak,gpd,0,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574550727209,2019-11-23T23:12:07.209Z,11/23/2019 23:12:07,0,100,0,3.0,13.26.01,200,greenpeak,gpd,1,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574550735222,2019-11-23T23:12:15.222Z,11/23/2019 23:12:15,0,100,0,3.0,13.26.01,200,greenpeak,gpd,0,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574550747518,2019-11-23T23:12:27.518Z,11/23/2019 23:12:27,0,100,0,3.0,13.26.01,200,greenpeak,gpd,1,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574550751500,2019-11-23T23:12:31.500Z,11/23/2019 23:12:31,0,100,0,3.0,13.26.01,200,greenpeak,gpd,0,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574550759411,2019-11-23T23:12:39.411Z,11/23/2019 23:12:39,0,100,0,3.0,13.26.01,200,greenpeak,gpd,1,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574550763410,2019-11-23T23:12:43.410Z,11/23/2019 23:12:43,0,100,0,3.0,13.26.01,200,greenpeak,gpd,0,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574550771787,2019-11-23T23:12:51.787Z,11/23/2019 23:12:51,0,100,0,3.0,13.26.01,200,greenpeak,gpd,1,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574550775720,2019-11-23T23:12:55.720Z,11/23/2019 23:12:55,0,100,0,3.0,13.26.01,200,greenpeak,gpd,0,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574550807963,2019-11-23T23:13:27.963Z,11/23/2019 23:13:27,0,100,0,3.0,13.26.01,200,greenpeak,gpd,1,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574550817338,2019-11-23T23:13:37.338Z,11/23/2019 23:13:37,0,100,0,3.0,13.26.01,200,greenpeak,gpd,0,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574550822951,2019-11-23T23:13:42.951Z,11/23/2019 23:13:42,0,100,0,3.0,13.26.01,200,greenpeak,gpd,1,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574550830886,2019-11-23T23:13:50.886Z,11/23/2019 23:13:50,0,100,0,3.0,13.26.01,200,greenpeak,gpd,0,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574550879828,2019-11-23T23:14:39.828Z,11/23/2019 23:14:39,0,100,0,3.0,13.26.01,200,greenpeak,gpd,1,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574550887745,2019-11-23T23:14:47.745Z,11/23/2019 23:14:47,0,100,0,3.0,13.26.01,200,greenpeak,gpd,0,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574550897603,2019-11-23T23:14:57.603Z,11/23/2019 23:14:57,0,100,0,3.0,13.26.01,200,greenpeak,gpd,1,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574550919620,2019-11-23T23:15:19.620Z,11/23/2019 23:15:19,0,100,0,3.0,13.26.01,200,greenpeak,gpd,0,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574550935722,2019-11-23T23:15:35.722Z,11/23/2019 23:15:35,0,100,0,3.0,13.26.01,200,greenpeak,gpd,1,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574550939727,2019-11-23T23:15:39.727Z,11/23/2019 23:15:39,0,100,0,3.0,13.26.01,200,greenpeak,gpd,0,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574550943562,2019-11-23T23:15:43.562Z,11/23/2019 23:15:43,0,100,0,3.0,13.26.01,200,greenpeak,gpd,1,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574550947414,2019-11-23T23:15:47.414Z,11/23/2019 23:15:47,0,100,0,3.0,13.26.01,200,greenpeak,gpd,0,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574550951881,2019-11-23T23:15:51.881Z,11/23/2019 23:15:51,0,100,0,3.0,13.26.01,200,greenpeak,gpd,1,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574550973846,2019-11-23T23:16:13.846Z,11/23/2019 23:16:13,0,100,0,3.0,13.26.01,200,greenpeak,gpd,0,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574550975076,2019-11-23T23:16:15.076Z,11/23/2019 23:16:15,0,100,0,3.0,13.26.01,200,greenpeak,gpd,1,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574550980996,2019-11-23T23:16:20.996Z,11/23/2019 23:16:20,0,100,0,3.0,13.26.01,200,greenpeak,gpd,0,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574550984991,2019-11-23T23:16:24.991Z,11/23/2019 23:16:24,0,100,0,3.0,13.26.01,200,greenpeak,gpd,1,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574550996813,2019-11-23T23:16:36.813Z,11/23/2019 23:16:36,0,100,0,3.0,13.26.01,200,greenpeak,gpd,0,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574550999736,2019-11-23T23:16:39.736Z,11/23/2019 23:16:39,0,100,0,3.0,13.26.01,200,greenpeak,gpd,1,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574551009578,2019-11-23T23:16:49.578Z,11/23/2019 23:16:49,0,100,0,3.0,13.26.01,200,greenpeak,gpd,0,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574551012959,2019-11-23T23:16:52.959Z,11/23/2019 23:16:52,0,100,0,3.0,13.26.01,200,greenpeak,gpd,1,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574551016877,2019-11-23T23:16:56.877Z,11/23/2019 23:16:56,0,100,0,3.0,13.26.01,200,greenpeak,gpd,0,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574551019424,2019-11-23T23:16:59.424Z,11/23/2019 23:16:59,0,100,0,3.0,13.26.01,200,greenpeak,gpd,1,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574551033341,2019-11-23T23:17:13.341Z,11/23/2019 23:17:13,0,100,0,3.0,13.26.01,200,greenpeak,gpd,0,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574551035041,2019-11-23T23:17:15.041Z,11/23/2019 23:17:15,0,100,0,3.0,13.26.01,200,greenpeak,gpd,1,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574551042908,2019-11-23T23:17:22.908Z,11/23/2019 23:17:22,0,100,0,3.0,13.26.01,200,greenpeak,gpd,0,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574551046073,2019-11-23T23:17:26.073Z,11/23/2019 23:17:26,0,100,0,3.0,13.26.01,200,greenpeak,gpd,1,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574551051990,2019-11-23T23:17:31.990Z,11/23/2019 23:17:31,0,100,0,3.0,13.26.01,200,greenpeak,gpd,0,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574551086895,2019-11-23T23:18:06.895Z,11/23/2019 23:18:06,0,100,0,3.0,13.26.01,200,greenpeak,gpd,1,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574551092797,2019-11-23T23:18:12.797Z,11/23/2019 23:18:12,0,100,0,3.0,13.26.01,200,greenpeak,gpd,0,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574551095901,2019-11-23T23:18:15.901Z,11/23/2019 23:18:15,0,100,0,3.0,13.26.01,200,greenpeak,gpd,1,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574551099573,2019-11-23T23:18:19.573Z,11/23/2019 23:18:19,0,100,0,3.0,13.26.01,200,greenpeak,gpd,0,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574551116777,2019-11-23T23:18:36.777Z,11/23/2019 23:18:36,0,100,0,3.0,13.26.01,200,greenpeak,gpd,1,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574551120619,2019-11-23T23:18:40.619Z,11/23/2019 23:18:40,0,100,0,3.0,13.26.01,200,greenpeak,gpd,0,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574551124465,2019-11-23T23:18:44.465Z,11/23/2019 23:18:44,0,100,0,3.0,13.26.01,200,greenpeak,gpd,1,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574551128382,2019-11-23T23:18:48.382Z,11/23/2019 23:18:48,0,100,0,3.0,13.26.01,200,greenpeak,gpd,0,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574551141445,2019-11-23T23:19:01.445Z,11/23/2019 23:19:01,0,100,0,3.0,13.26.01,200,greenpeak,gpd,1,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574551149408,2019-11-23T23:19:09.408Z,11/23/2019 23:19:09,0,100,0,3.0,13.26.01,200,greenpeak,gpd,0,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574551154792,2019-11-23T23:19:14.792Z,11/23/2019 23:19:14,0,100,0,3.0,13.26.01,200,greenpeak,gpd,1,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574551160799,2019-11-23T23:19:20.799Z,11/23/2019 23:19:20,0,100,0,3.0,13.26.01,200,greenpeak,gpd,0,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574551163105,2019-11-23T23:19:23.105Z,11/23/2019 23:19:23,0,100,0,3.0,13.26.01,200,greenpeak,gpd,1,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574551172942,2019-11-23T23:19:32.942Z,11/23/2019 23:19:32,0,100,0,3.0,13.26.01,200,greenpeak,gpd,0,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574551177623,2019-11-23T23:19:37.623Z,11/23/2019 23:19:37,0,100,0,3.0,13.26.01,200,greenpeak,gpd,1,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574551183483,2019-11-23T23:19:43.483Z,11/23/2019 23:19:43,0,100,0,3.0,13.26.01,200,greenpeak,gpd,0,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574551188107,2019-11-23T23:19:48.107Z,11/23/2019 23:19:48,0,100,0,3.0,13.26.01,200,greenpeak,gpd,1,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574551193769,2019-11-23T23:19:53.769Z,11/23/2019 23:19:53,0,100,0,3.0,13.26.01,200,greenpeak,gpd,0,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574551196148,2019-11-23T23:19:56.148Z,11/23/2019 23:19:56,0,100,0,3.0,13.26.01,200,greenpeak,gpd,1,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574551202079,2019-11-23T23:20:02.079Z,11/23/2019 23:20:02,0,100,0,3.0,13.26.01,200,greenpeak,gpd,0,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574551215348,2019-11-23T23:20:15.348Z,11/23/2019 23:20:15,0,100,0,3.0,13.26.01,200,greenpeak,gpd,1,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574551227198,2019-11-23T23:20:27.198Z,11/23/2019 23:20:27,0,100,0,3.0,13.26.01,200,greenpeak,gpd,0,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574551231438,2019-11-23T23:20:31.438Z,11/23/2019 23:20:31,0,100,0,3.0,13.26.01,200,greenpeak,gpd,1,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574551245281,2019-11-23T23:20:45.281Z,11/23/2019 23:20:45,0,100,0,3.0,13.26.01,200,greenpeak,gpd,0,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574551248356,2019-11-23T23:20:48.356Z,11/23/2019 23:20:48,0,100,0,3.0,13.26.01,200,greenpeak,gpd,1,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574551274253,2019-11-23T23:21:14.253Z,11/23/2019 23:21:14,0,100,0,3.0,13.26.01,200,greenpeak,gpd,0,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574551292534,2019-11-23T23:21:32.534Z,11/23/2019 23:21:32,0,100,0,3.0,13.26.01,200,greenpeak,gpd,1,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574551300526,2019-11-23T23:21:40.526Z,11/23/2019 23:21:40,0,100,0,3.0,13.26.01,200,greenpeak,gpd,0,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574551308660,2019-11-23T23:21:48.660Z,11/23/2019 23:21:48,0,100,0,3.0,13.26.01,200,greenpeak,gpd,1,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574551318567,2019-11-23T23:21:58.567Z,11/23/2019 23:21:58,0,100,0,3.0,13.26.01,200,greenpeak,gpd,0,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574551323175,2019-11-23T23:22:03.175Z,11/23/2019 23:22:03,0,100,0,3.0,13.26.01,200,greenpeak,gpd,1,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574551331026,2019-11-23T23:22:11.026Z,11/23/2019 23:22:11,0,100,0,3.0,13.26.01,200,greenpeak,gpd,0,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574551335178,2019-11-23T23:22:15.178Z,11/23/2019 23:22:15,0,100,0,3.0,13.26.01,200,greenpeak,gpd,1,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574551341167,2019-11-23T23:22:21.167Z,11/23/2019 23:22:21,0,100,0,3.0,13.26.01,200,greenpeak,gpd,0,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574551343934,2019-11-23T23:22:23.934Z,11/23/2019 23:22:23,0,100,0,3.0,13.26.01,200,greenpeak,gpd,1,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574551363928,2019-11-23T23:22:43.928Z,11/23/2019 23:22:43,0,100,0,3.0,13.26.01,200,greenpeak,gpd,0,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574551375203,2019-11-23T23:22:55.203Z,11/23/2019 23:22:55,0,100,0,3.0,13.26.01,200,greenpeak,gpd,1,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574551383058,2019-11-23T23:23:03.058Z,11/23/2019 23:23:03,0,100,0,3.0,13.26.01,200,greenpeak,gpd,0,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574551385520,2019-11-23T23:23:05.520Z,11/23/2019 23:23:05,0,100,0,3.0,13.26.01,200,greenpeak,gpd,1,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574551393394,2019-11-23T23:23:13.394Z,11/23/2019 23:23:13,0,100,0,3.0,13.26.01,200,greenpeak,gpd,0,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574551396018,2019-11-23T23:23:16.018Z,11/23/2019 23:23:16,0,100,0,3.0,13.26.01,200,greenpeak,gpd,1,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574551399936,2019-11-23T23:23:19.936Z,11/23/2019 23:23:19,0,100,0,3.0,13.26.01,200,greenpeak,gpd,0,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574551402310,2019-11-23T23:23:22.310Z,11/23/2019 23:23:22,0,100,0,3.0,13.26.01,200,greenpeak,gpd,1,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574551428157,2019-11-23T23:23:48.157Z,11/23/2019 23:23:48,0,100,0,3.0,13.26.01,200,greenpeak,gpd,0,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574551431058,2019-11-23T23:23:51.058Z,11/23/2019 23:23:51,0,100,0,3.0,13.26.01,200,greenpeak,gpd,1,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574551444972,2019-11-23T23:24:04.972Z,11/23/2019 23:24:04,0,100,0,3.0,13.26.01,200,greenpeak,gpd,0,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574552489173,2019-11-23T23:41:29.173Z,11/23/2019 23:41:29,0,100,0,3.0,13.26.01,200,greenpeak,gpd,1,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574552495338,2019-11-23T23:41:35.338Z,11/23/2019 23:41:35,0,100,0,3.0,13.26.01,200,greenpeak,gpd,0,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574552503680,2019-11-23T23:41:43.680Z,11/23/2019 23:41:43,0,100,0,3.0,13.26.01,200,greenpeak,gpd,1,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574552517480,2019-11-23T23:41:57.480Z,11/23/2019 23:41:57,0,100,0,3.0,13.26.01,200,greenpeak,gpd,0,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574554884998,2019-11-24T00:21:24.998Z,11/24/2019 00:21:24,0,100,0,3.0,13.26.01,200,greenpeak,gpd,1,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574554890845,2019-11-24T00:21:30.845Z,11/24/2019 00:21:30,0,100,0,3.0,13.26.01,200,greenpeak,gpd,0,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574556346669,2019-11-24T00:45:46.669Z,11/24/2019 00:45:46,0,100,0,3.0,13.26.01,200,greenpeak,gpd,1,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574556350905,2019-11-24T00:45:50.905Z,11/24/2019 00:45:50,0,100,0,3.0,13.26.01,200,greenpeak,gpd,0,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574556434865,2019-11-24T00:47:14.865Z,11/24/2019 00:47:14,0,100,0,3.0,13.26.01,200,greenpeak,gpd,1,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574556446702,2019-11-24T00:47:26.702Z,11/24/2019 00:47:26,0,100,0,3.0,13.26.01,200,greenpeak,gpd,0,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574566992986,2019-11-24T03:43:12.986Z,11/24/2019 03:43:12,0,100,0,3.0,13.26.01,200,greenpeak,gpd,1,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574566998983,2019-11-24T03:43:18.983Z,11/24/2019 03:43:18,0,100,0,3.0,13.26.01,200,greenpeak,gpd,0,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574567021216,2019-11-24T03:43:41.216Z,11/24/2019 03:43:41,0,100,0,3.0,13.26.01,200,greenpeak,gpd,1,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574567025219,2019-11-24T03:43:45.219Z,11/24/2019 03:43:45,0,100,0,3.0,13.26.01,200,greenpeak,gpd,0,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574567028364,2019-11-24T03:43:48.364Z,11/24/2019 03:43:48,0,100,0,3.0,13.26.01,200,greenpeak,gpd,1,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574567036354,2019-11-24T03:43:56.354Z,11/24/2019 03:43:56,0,100,0,3.0,13.26.01,200,greenpeak,gpd,0,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574567133541,2019-11-24T03:45:33.541Z,11/24/2019 03:45:33,0,100,0,3.0,13.26.01,200,greenpeak,gpd,1,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574567137508,2019-11-24T03:45:37.508Z,11/24/2019 03:45:37,0,100,0,3.0,13.26.01,200,greenpeak,gpd,0,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574571696679,2019-11-24T05:01:36.679Z,11/24/2019 05:01:36,0,100,0,3.0,13.26.01,200,greenpeak,gpd,1,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574571706523,2019-11-24T05:01:46.523Z,11/24/2019 05:01:46,0,100,0,3.0,13.26.01,200,greenpeak,gpd,0,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574571843124,2019-11-24T05:04:03.124Z,11/24/2019 05:04:03,0,100,0,3.0,13.26.01,200,greenpeak,gpd,1,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574571847902,2019-11-24T05:04:07.902Z,11/24/2019 05:04:07,0,100,0,3.0,13.26.01,200,greenpeak,gpd,0,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574571850307,2019-11-24T05:04:10.307Z,11/24/2019 05:04:10,0,100,0,3.0,13.26.01,200,greenpeak,gpd,1,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574571856147,2019-11-24T05:04:16.147Z,11/24/2019 05:04:16,0,100,0,3.0,13.26.01,200,greenpeak,gpd,0,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574571982886,2019-11-24T05:06:22.886Z,11/24/2019 05:06:22,0,100,0,3.0,13.26.01,200,greenpeak,gpd,1,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574571996878,2019-11-24T05:06:36.878Z,11/24/2019 05:06:36,0,100,0,3.0,13.26.01,200,greenpeak,gpd,0,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574572014928,2019-11-24T05:06:54.928Z,11/24/2019 05:06:54,0,100,0,3.0,13.26.01,200,greenpeak,gpd,1,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574572022875,2019-11-24T05:07:02.875Z,11/24/2019 05:07:02,0,100,0,3.0,13.26.01,200,greenpeak,gpd,0,0,-58,0,
8,10038,FFFFFFFF006eca98,Master Bedroom Motion Sensor,1574572024250,2019-11-24T05:07:04.250Z,11/24/2019 05:07:04,0,100,0,3.0,13.26.01,200,greenpeak,gpd,1,0,-58,0,
