trigger,device_type,device_id,description,timestamp_ms,timestamp_iso,timestamp_excel,batteryDefect,batteryLevel,batteryLevelOrig,batteryLow,batteryVoltage,doorStatus,lqi,manufacturer,model,ppc.charging,rssi,tamper,
8,10014,FFFFFFFF00605f7e,Sliding back door,1574075265546,2019-11-18T11:07:45.546Z,11/18/2019 11:07:45,0,10,40,0,2.5,0,132,greenpeak,gpd,0,-69,1,
8,10014,FFFFFFFF00605f7e,Sliding back door,1574076156167,2019-11-18T11:22:36.167Z,11/18/2019 11:22:36,0,10,40,0,2.5,0,84,greenpeak,gpd,0,-77,1,
8,10014,FFFFFFFF00605f7e,Sliding back door,1574077056160,2019-11-18T11:37:36.160Z,11/18/2019 11:37:36,0,10,40,0,2.5,0,120,greenpeak,gpd,0,-71,1,
8,10014,FFFFFFFF00605f7e,Sliding back door,1574077956026,2019-11-18T11:52:36.026Z,11/18/2019 11:52:36,0,10,40,0,2.5,0,100,greenpeak,gpd,0,-74,1,
8,10014,FFFFFFFF00605f7e,Sliding back door,1574078856050,2019-11-18T12:07:36.050Z,11/18/2019 12:07:36,0,10,40,0,2.5,0,88,greenpeak,gpd,0,-76,1,
8,10014,FFFFFFFF00605f7e,Sliding back door,1574079755995,2019-11-18T12:22:35.995Z,11/18/2019 12:22:35,0,10,40,0,2.5,0,144,greenpeak,gpd,0,-67,1,
8,10014,FFFFFFFF00605f7e,Sliding back door,1574080655871,2019-11-18T12:37:35.871Z,11/18/2019 12:37:35,0,10,40,0,2.5,0,140,greenpeak,gpd,0,-67,1,
8,10014,FFFFFFFF00605f7e,Sliding back door,1574081555908,2019-11-18T12:52:35.908Z,11/18/2019 12:52:35,0,10,40,0,2.5,0,148,greenpeak,gpd,0,-66,1,
8,10014,FFFFFFFF00605f7e,Sliding back door,1574082455878,2019-11-18T13:07:35.878Z,11/18/2019 13:07:35,0,10,40,0,2.5,0,136,greenpeak,gpd,0,-68,1,
8,10014,FFFFFFFF00605f7e,Sliding back door,1574085156376,2019-11-18T13:52:36.376Z,11/18/2019 13:52:36,0,10,40,0,2.5,0,136,greenpeak,gpd,0,-68,1,
8,10014,FFFFFFFF00605f7e,Sliding back door,1574086055797,2019-11-18T14:07:35.797Z,11/18/2019 14:07:35,0,10,40,0,2.5,0,140,greenpeak,gpd,0,-67,1,
8,10014,FFFFFFFF00605f7e,Sliding back door,1574086955784,2019-11-18T14:22:35.784Z,11/18/2019 14:22:35,0,10,40,0,2.5,0,144,greenpeak,gpd,0,-67,1,
8,10014,FFFFFFFF00605f7e,Sliding back door,1574087856275,2019-11-18T14:37:36.275Z,11/18/2019 14:37:36,0,10,40,0,2.5,0,136,greenpeak,gpd,0,-68,1,
8,10014,FFFFFFFF00605f7e,Sliding back door,1574088755572,2019-11-18T14:52:35.572Z,11/18/2019 14:52:35,0,10,40,0,2.5,0,140,greenpeak,gpd,0,-67,1,
8,10014,FFFFFFFF00605f7e,Sliding back door,1574089656176,2019-11-18T15:07:36.176Z,11/18/2019 15:07:36,0,10,40,0,2.5,0,140,greenpeak,gpd,0,-67,1,
8,10014,FFFFFFFF00605f7e,Sliding back door,1574090555636,2019-11-18T15:22:35.636Z,11/18/2019 15:22:35,0,10,40,0,2.5,0,148,greenpeak,gpd,0,-66,1,
8,10014,FFFFFFFF00605f7e,Sliding back door,1574091458309,2019-11-18T15:37:38.309Z,11/18/2019 15:37:38,0,10,40,0,2.5,0,148,greenpeak,gpd,0,-66,1,
8,10014,FFFFFFFF00605f7e,Sliding back door,1574092355597,2019-11-18T15:52:35.597Z,11/18/2019 15:52:35,0,10,40,0,2.5,0,144,greenpeak,gpd,0,-67,1,
8,10014,FFFFFFFF00605f7e,Sliding back door,1574093255526,2019-11-18T16:07:35.526Z,11/18/2019 16:07:35,0,10,40,0,2.5,0,140,greenpeak,gpd,0,-67,1,
8,10014,FFFFFFFF00605f7e,Sliding back door,1574094155471,2019-11-18T16:22:35.471Z,11/18/2019 16:22:35,0,10,40,0,2.5,0,140,greenpeak,gpd,0,-67,1,
8,10014,FFFFFFFF00605f7e,Sliding back door,1574095055409,2019-11-18T16:37:35.409Z,11/18/2019 16:37:35,0,10,40,0,2.5,0,148,greenpeak,gpd,0,-66,1,
8,10014,FFFFFFFF00605f7e,Sliding back door,1574095955300,2019-11-18T16:52:35.300Z,11/18/2019 16:52:35,0,10,40,0,2.5,0,132,greenpeak,gpd,0,-69,1,
8,10014,FFFFFFFF00605f7e,Sliding back door,1574096855355,2019-11-18T17:07:35.355Z,11/18/2019 17:07:35,0,10,40,0,2.5,0,148,greenpeak,gpd,0,-66,1,
8,10014,FFFFFFFF00605f7e,Sliding back door,1574097755229,2019-11-18T17:22:35.229Z,11/18/2019 17:22:35,0,10,40,0,2.5,0,124,greenpeak,gpd,0,-70,1,
8,10014,FFFFFFFF00605f7e,Sliding back door,1574098655283,2019-11-18T17:37:35.283Z,11/18/2019 17:37:35,0,10,40,0,2.5,0,128,greenpeak,gpd,0,-69,1,
8,10014,FFFFFFFF00605f7e,Sliding back door,1574099555300,2019-11-18T17:52:35.300Z,11/18/2019 17:52:35,0,10,40,0,2.5,0,140,greenpeak,gpd,0,-67,1,
8,10014,FFFFFFFF00605f7e,Sliding back door,1574100455295,2019-11-18T18:07:35.295Z,11/18/2019 18:07:35,0,10,40,0,2.5,0,144,greenpeak,gpd,0,-67,1,
8,10014,FFFFFFFF00605f7e,Sliding back door,1574101355262,2019-11-18T18:22:35.262Z,11/18/2019 18:22:35,0,10,40,0,2.5,0,140,greenpeak,gpd,0,-67,1,
8,10014,FFFFFFFF00605f7e,Sliding back door,1574103155073,2019-11-18T18:52:35.073Z,11/18/2019 18:52:35,0,10,40,0,2.5,0,140,greenpeak,gpd,0,-67,1,
8,10014,FFFFFFFF00605f7e,Sliding back door,1574104055189,2019-11-18T19:07:35.189Z,11/18/2019 19:07:35,0,10,40,0,2.5,0,132,greenpeak,gpd,0,-69,1,
8,10014,FFFFFFFF00605f7e,Sliding back door,1574104955119,2019-11-18T19:22:35.119Z,11/18/2019 19:22:35,0,10,40,0,2.5,0,132,greenpeak,gpd,0,-69,1,
8,10014,FFFFFFFF00605f7e,Sliding back door,1574105855042,2019-11-18T19:37:35.042Z,11/18/2019 19:37:35,0,10,40,0,2.5,0,128,greenpeak,gpd,0,-69,1,
8,10014,FFFFFFFF00605f7e,Sliding back door,1574106754981,2019-11-18T19:52:34.981Z,11/18/2019 19:52:34,0,10,40,0,2.5,0,144,greenpeak,gpd,0,-67,1,
8,10014,FFFFFFFF00605f7e,Sliding back door,1574107654926,2019-11-18T20:07:34.926Z,11/18/2019 20:07:34,0,10,40,0,2.5,0,140,greenpeak,gpd,0,-67,1,
8,10014,FFFFFFFF00605f7e,Sliding back door,1574108554922,2019-11-18T20:22:34.922Z,11/18/2019 20:22:34,0,10,40,0,2.5,0,144,greenpeak,gpd,0,-67,1,
8,10014,FFFFFFFF00605f7e,Sliding back door,1574109455443,2019-11-18T20:37:35.443Z,11/18/2019 20:37:35,0,10,40,0,2.5,0,140,greenpeak,gpd,0,-67,1,
8,10014,FFFFFFFF00605f7e,Sliding back door,1574111254820,2019-11-18T21:07:34.820Z,11/18/2019 21:07:34,0,10,40,0,2.5,0,140,greenpeak,gpd,0,-67,1,
8,10014,FFFFFFFF00605f7e,Sliding back door,1574112154733,2019-11-18T21:22:34.733Z,11/18/2019 21:22:34,0,10,40,0,2.5,0,136,greenpeak,gpd,0,-68,1,
8,10014,FFFFFFFF00605f7e,Sliding back door,1574113057485,2019-11-18T21:37:37.485Z,11/18/2019 21:37:37,0,10,40,0,2.5,0,136,greenpeak,gpd,0,-68,1,
8,10014,FFFFFFFF00605f7e,Sliding back door,1574113954697,2019-11-18T21:52:34.697Z,11/18/2019 21:52:34,0,10,40,0,2.5,0,144,greenpeak,gpd,0,-67,1,
8,10014,FFFFFFFF00605f7e,Sliding back door,1574113996613,2019-11-18T21:53:16.613Z,11/18/2019 21:53:16,0,10,40,0,2.5,1,136,greenpeak,gpd,0,-68,1,
8,10014,FFFFFFFF00605f7e,Sliding back door,1574113998919,2019-11-18T21:53:18.919Z,11/18/2019 21:53:18,0,10,40,0,2.5,0,124,greenpeak,gpd,0,-70,1,
8,10014,FFFFFFFF00605f7e,Sliding back door,1574114016344,2019-11-18T21:53:36.344Z,11/18/2019 21:53:36,0,10,40,0,2.5,1,104,greenpeak,gpd,0,-73,1,
8,10014,FFFFFFFF00605f7e,Sliding back door,1574114035795,2019-11-18T21:53:55.795Z,11/18/2019 21:53:55,0,10,40,0,2.5,0,124,greenpeak,gpd,0,-70,1,
8,10014,FFFFFFFF00605f7e,Sliding back door,1574114127848,2019-11-18T21:55:27.848Z,11/18/2019 21:55:27,0,10,40,0,2.5,1,124,greenpeak,gpd,0,-70,1,
8,10014,FFFFFFFF00605f7e,Sliding back door,1574114156181,2019-11-18T21:55:56.181Z,11/18/2019 21:55:56,0,10,40,0,2.5,0,128,greenpeak,gpd,0,-69,1,
8,10014,FFFFFFFF00605f7e,Sliding back door,1574114287053,2019-11-18T21:58:07.053Z,11/18/2019 21:58:07,0,10,40,0,2.5,1,132,greenpeak,gpd,0,-69,1,
8,10014,FFFFFFFF00605f7e,Sliding back door,1574114297368,2019-11-18T21:58:17.368Z,11/18/2019 21:58:17,0,10,40,0,2.5,0,120,greenpeak,gpd,0,-71,1,
8,10014,FFFFFFFF00605f7e,Sliding back door,1574114366096,2019-11-18T21:59:26.096Z,11/18/2019 21:59:26,0,10,40,0,2.5,1,128,greenpeak,gpd,0,-69,1,
8,10014,FFFFFFFF00605f7e,Sliding back door,1574114377427,2019-11-18T21:59:37.427Z,11/18/2019 21:59:37,0,10,40,0,2.5,0,124,greenpeak,gpd,0,-70,1,
8,10014,FFFFFFFF00605f7e,Sliding back door,1574114854787,2019-11-18T22:07:34.787Z,11/18/2019 22:07:34,0,10,40,0,2.5,0,132,greenpeak,gpd,0,-69,1,
8,10014,FFFFFFFF00605f7e,Sliding back door,1574115181461,2019-11-18T22:13:01.461Z,11/18/2019 22:13:01,0,10,40,0,2.5,1,156,greenpeak,gpd,0,-65,1,
8,10014,FFFFFFFF00605f7e,Sliding back door,1574115184642,2019-11-18T22:13:04.642Z,11/18/2019 22:13:04,0,10,40,0,2.5,0,132,greenpeak,gpd,0,-69,1,
