trigger,device_type,device_id,description,timestamp_ms,timestamp_iso,timestamp_excel,batteryDefect,batteryLevel,batteryLevelOrig,batteryLow,batteryVoltage,lqi,manufacturer,model,motionStatus,ppc.charging,rssi,tamper,
8,10038,FFFFFFFF0060ecf8,Family room Motion Detector,1574046312227,2019-11-18T03:05:12.227Z,11/18/2019 03:05:12,0,100,80,0,2.8,220,greenpeak,gpd,1,0,-54,0,
8,10038,FFFFFFFF0060ecf8,Family room Motion Detector,1574046327833,2019-11-18T03:05:27.833Z,11/18/2019 03:05:27,0,100,80,0,2.8,220,greenpeak,gpd,0,0,-54,0,
8,10038,FFFFFFFF0060ecf8,Family room Motion Detector,1574046377640,2019-11-18T03:06:17.640Z,11/18/2019 03:06:17,0,100,80,0,2.8,224,greenpeak,gpd,1,0,-54,0,
8,10038,FFFFFFFF0060ecf8,Family room Motion Detector,1574046393162,2019-11-18T03:06:33.162Z,11/18/2019 03:06:33,0,100,80,0,2.8,224,greenpeak,gpd,0,0,-54,0,
8,10038,FFFFFFFF0060ecf8,Family room Motion Detector,1574046473490,2019-11-18T03:07:53.490Z,11/18/2019 03:07:53,0,100,80,0,2.8,220,greenpeak,gpd,1,0,-54,0,
8,10038,FFFFFFFF0060ecf8,Family room Motion Detector,1574046489509,2019-11-18T03:08:09.509Z,11/18/2019 03:08:09,0,100,80,0,2.8,224,greenpeak,gpd,1,0,-54,0,
8,10038,FFFFFFFF0060ecf8,Family room Motion Detector,1574046504883,2019-11-18T03:08:24.883Z,11/18/2019 03:08:24,0,100,80,0,2.8,224,greenpeak,gpd,0,0,-54,0,
8,10038,FFFFFFFF0060ecf8,Family room Motion Detector,1574047272536,2019-11-18T03:21:12.536Z,11/18/2019 03:21:12,0,100,80,0,2.8,220,greenpeak,gpd,1,0,-54,0,
8,10038,FFFFFFFF0060ecf8,Family room Motion Detector,1574047288389,2019-11-18T03:21:28.389Z,11/18/2019 03:21:28,0,100,80,0,2.8,220,greenpeak,gpd,0,0,-54,0,
8,10038,FFFFFFFF0060ecf8,Family room Motion Detector,1574047415526,2019-11-18T03:23:35.526Z,11/18/2019 03:23:35,0,100,80,0,2.8,224,greenpeak,gpd,1,0,-54,0,
8,10038,FFFFFFFF0060ecf8,Family room Motion Detector,1574047430964,2019-11-18T03:23:50.964Z,11/18/2019 03:23:50,0,100,80,0,2.8,224,greenpeak,gpd,0,0,-54,0,
8,10038,FFFFFFFF0060ecf8,Family room Motion Detector,1574047964992,2019-11-18T03:32:44.992Z,11/18/2019 03:32:44,0,100,80,0,2.8,220,greenpeak,gpd,1,0,-54,0,
8,10038,FFFFFFFF0060ecf8,Family room Motion Detector,1574047980463,2019-11-18T03:33:00.463Z,11/18/2019 03:33:00,0,100,80,0,2.8,224,greenpeak,gpd,0,0,-54,0,
8,10038,FFFFFFFF0060ecf8,Family room Motion Detector,1574048310898,2019-11-18T03:38:30.898Z,11/18/2019 03:38:30,0,100,80,0,2.8,224,greenpeak,gpd,0,0,-54,0,
8,10038,FFFFFFFF0060ecf8,Family room Motion Detector,1574049668224,2019-11-18T04:01:08.224Z,11/18/2019 04:01:08,0,100,80,0,2.8,220,greenpeak,gpd,1,0,-54,0,
8,10038,FFFFFFFF0060ecf8,Family room Motion Detector,1574049683752,2019-11-18T04:01:23.752Z,11/18/2019 04:01:23,0,100,80,0,2.8,220,greenpeak,gpd,0,0,-54,0,
8,10038,FFFFFFFF0060ecf8,Family room Motion Detector,1574049759528,2019-11-18T04:02:39.528Z,11/18/2019 04:02:39,0,100,80,0,2.8,224,greenpeak,gpd,1,0,-54,0,
8,10038,FFFFFFFF0060ecf8,Family room Motion Detector,1574049774907,2019-11-18T04:02:54.907Z,11/18/2019 04:02:54,0,100,80,0,2.8,224,greenpeak,gpd,0,0,-54,0,
8,10038,FFFFFFFF0060ecf8,Family room Motion Detector,1574049778765,2019-11-18T04:02:58.765Z,11/18/2019 04:02:58,0,100,80,0,2.8,224,greenpeak,gpd,1,0,-54,0,
8,10038,FFFFFFFF0060ecf8,Family room Motion Detector,1574049794454,2019-11-18T04:03:14.454Z,11/18/2019 04:03:14,0,100,80,0,2.8,220,greenpeak,gpd,0,0,-54,0,
8,10038,FFFFFFFF0060ecf8,Family room Motion Detector,1574050591588,2019-11-18T04:16:31.588Z,11/18/2019 04:16:31,0,100,80,0,2.8,224,greenpeak,gpd,1,0,-54,0,
8,10038,FFFFFFFF0060ecf8,Family room Motion Detector,1574050606970,2019-11-18T04:16:46.970Z,11/18/2019 04:16:46,0,100,80,0,2.8,224,greenpeak,gpd,0,0,-54,0,
8,10038,FFFFFFFF0060ecf8,Family room Motion Detector,1574051217032,2019-11-18T04:26:57.032Z,11/18/2019 04:26:57,0,100,80,0,2.8,224,greenpeak,gpd,1,0,-54,0,
8,10038,FFFFFFFF0060ecf8,Family room Motion Detector,1574051232440,2019-11-18T04:27:12.440Z,11/18/2019 04:27:12,0,100,80,0,2.8,224,greenpeak,gpd,0,0,-54,0,
8,10038,FFFFFFFF0060ecf8,Family room Motion Detector,1574051341947,2019-11-18T04:29:01.947Z,11/18/2019 04:29:01,0,100,80,0,2.8,224,greenpeak,gpd,1,0,-54,0,
8,10038,FFFFFFFF0060ecf8,Family room Motion Detector,1574051357498,2019-11-18T04:29:17.498Z,11/18/2019 04:29:17,0,100,80,0,2.8,228,greenpeak,gpd,0,0,-53,0,
8,10038,FFFFFFFF0060ecf8,Family room Motion Detector,1574051684644,2019-11-18T04:34:44.644Z,11/18/2019 04:34:44,0,100,80,0,2.8,224,greenpeak,gpd,1,0,-54,0,
8,10038,FFFFFFFF0060ecf8,Family room Motion Detector,1574051700245,2019-11-18T04:35:00.245Z,11/18/2019 04:35:00,0,100,80,0,2.8,224,greenpeak,gpd,0,0,-54,0,
8,10038,FFFFFFFF0060ecf8,Family room Motion Detector,1574051786321,2019-11-18T04:36:26.321Z,11/18/2019 04:36:26,0,100,80,0,2.8,224,greenpeak,gpd,1,0,-54,0,
8,10038,FFFFFFFF0060ecf8,Family room Motion Detector,1574051802047,2019-11-18T04:36:42.047Z,11/18/2019 04:36:42,0,100,80,0,2.8,224,greenpeak,gpd,0,0,-54,0,
8,10038,FFFFFFFF0060ecf8,Family room Motion Detector,1574051805540,2019-11-18T04:36:45.540Z,11/18/2019 04:36:45,0,100,80,0,2.8,224,greenpeak,gpd,1,0,-54,0,
8,10038,FFFFFFFF0060ecf8,Family room Motion Detector,1574051821064,2019-11-18T04:37:01.064Z,11/18/2019 04:37:01,0,100,80,0,2.8,224,greenpeak,gpd,0,0,-54,0,
8,10038,FFFFFFFF0060ecf8,Family room Motion Detector,1574051910475,2019-11-18T04:38:30.475Z,11/18/2019 04:38:30,0,100,80,0,2.8,228,greenpeak,gpd,0,0,-53,0,
8,10038,FFFFFFFF0060ecf8,Family room Motion Detector,1574054610296,2019-11-18T05:23:30.296Z,11/18/2019 05:23:30,0,100,80,0,2.8,224,greenpeak,gpd,0,0,-54,0,
8,10038,FFFFFFFF0060ecf8,Family room Motion Detector,1574054613302,2019-11-18T05:23:33.302Z,11/18/2019 05:23:33,0,100,80,0,2.8,220,greenpeak,gpd,0,0,-54,0,
8,10038,FFFFFFFF0060ecf8,Family room Motion Detector,1574054614771,2019-11-18T05:23:34.771Z,11/18/2019 05:23:34,0,100,80,0,2.8,224,greenpeak,gpd,1,0,-54,0,
8,10038,FFFFFFFF0060ecf8,Family room Motion Detector,1574054630298,2019-11-18T05:23:50.298Z,11/18/2019 05:23:50,0,100,80,0,2.8,224,greenpeak,gpd,0,0,-54,0,
8,10038,FFFFFFFF0060ecf8,Family room Motion Detector,1574055510304,2019-11-18T05:38:30.304Z,11/18/2019 05:38:30,0,100,80,0,2.8,220,greenpeak,gpd,0,0,-54,0,
8,10038,FFFFFFFF0060ecf8,Family room Motion Detector,1574059110152,2019-11-18T06:38:30.152Z,11/18/2019 06:38:30,0,100,80,0,2.8,220,greenpeak,gpd,0,0,-54,0,
8,10038,FFFFFFFF0060ecf8,Family room Motion Detector,1574062709994,2019-11-18T07:38:29.994Z,11/18/2019 07:38:29,0,100,80,0,2.8,224,greenpeak,gpd,0,0,-54,0,
8,10038,FFFFFFFF0060ecf8,Family room Motion Detector,1574066310448,2019-11-18T08:38:30.448Z,11/18/2019 08:38:30,0,100,80,0,2.8,220,greenpeak,gpd,0,0,-54,0,
8,10038,FFFFFFFF0060ecf8,Family room Motion Detector,1574069909652,2019-11-18T09:38:29.652Z,11/18/2019 09:38:29,0,100,80,0,2.8,224,greenpeak,gpd,0,0,-54,0,
8,10038,FFFFFFFF0060ecf8,Family room Motion Detector,1574073447375,2019-11-18T10:37:27.375Z,11/18/2019 10:37:27,0,100,80,0,2.8,220,greenpeak,gpd,1,0,-54,0,
8,10038,FFFFFFFF0060ecf8,Family room Motion Detector,1574073462958,2019-11-18T10:37:42.958Z,11/18/2019 10:37:42,0,100,80,0,2.8,224,greenpeak,gpd,0,0,-54,0,
8,10038,FFFFFFFF0060ecf8,Family room Motion Detector,1574073509526,2019-11-18T10:38:29.526Z,11/18/2019 10:38:29,0,100,80,0,2.8,220,greenpeak,gpd,0,0,-54,0,
8,10038,FFFFFFFF0060ecf8,Family room Motion Detector,1574074071213,2019-11-18T10:47:51.213Z,11/18/2019 10:47:51,0,100,80,0,2.8,224,greenpeak,gpd,1,0,-54,0,
8,10038,FFFFFFFF0060ecf8,Family room Motion Detector,1574074086694,2019-11-18T10:48:06.694Z,11/18/2019 10:48:06,0,100,80,0,2.8,224,greenpeak,gpd,0,0,-54,0,
8,10038,FFFFFFFF0060ecf8,Family room Motion Detector,1574074102458,2019-11-18T10:48:22.458Z,11/18/2019 10:48:22,0,100,80,0,2.8,220,greenpeak,gpd,1,0,-54,0,
8,10038,FFFFFFFF0060ecf8,Family room Motion Detector,1574074117906,2019-11-18T10:48:37.906Z,11/18/2019 10:48:37,0,100,80,0,2.8,224,greenpeak,gpd,0,0,-54,0,
8,10038,FFFFFFFF0060ecf8,Family room Motion Detector,1574074960377,2019-11-18T11:02:40.377Z,11/18/2019 11:02:40,0,100,80,0,2.8,224,greenpeak,gpd,1,0,-54,0,
8,10038,FFFFFFFF0060ecf8,Family room Motion Detector,1574074991143,2019-11-18T11:03:11.143Z,11/18/2019 11:03:11,0,100,80,0,2.8,220,greenpeak,gpd,0,0,-54,0,
8,10038,FFFFFFFF0060ecf8,Family room Motion Detector,1574075599736,2019-11-18T11:13:19.736Z,11/18/2019 11:13:19,0,100,80,0,2.8,224,greenpeak,gpd,1,0,-54,0,
8,10038,FFFFFFFF0060ecf8,Family room Motion Detector,1574075615133,2019-11-18T11:13:35.133Z,11/18/2019 11:13:35,0,100,80,0,2.8,224,greenpeak,gpd,0,0,-54,0,
8,10038,FFFFFFFF0060ecf8,Family room Motion Detector,1574075626469,2019-11-18T11:13:46.469Z,11/18/2019 11:13:46,0,100,80,0,2.8,220,greenpeak,gpd,1,0,-54,0,
8,10038,FFFFFFFF0060ecf8,Family room Motion Detector,1574075641968,2019-11-18T11:14:01.968Z,11/18/2019 11:14:01,0,100,80,0,2.8,224,greenpeak,gpd,0,0,-54,0,
8,10038,FFFFFFFF0060ecf8,Family room Motion Detector,1574076126024,2019-11-18T11:22:06.024Z,11/18/2019 11:22:06,0,100,80,0,2.8,228,greenpeak,gpd,1,0,-53,0,
8,10038,FFFFFFFF0060ecf8,Family room Motion Detector,1574076171850,2019-11-18T11:22:51.850Z,11/18/2019 11:22:51,0,100,80,0,2.8,224,greenpeak,gpd,0,0,-54,0,
8,10038,FFFFFFFF0060ecf8,Family room Motion Detector,1574076209991,2019-11-18T11:23:29.991Z,11/18/2019 11:23:29,0,100,80,0,2.8,220,greenpeak,gpd,0,0,-54,0,
8,10038,FFFFFFFF0060ecf8,Family room Motion Detector,1574076212491,2019-11-18T11:23:32.491Z,11/18/2019 11:23:32,0,100,80,0,2.8,224,greenpeak,gpd,0,0,-54,0,
8,10038,FFFFFFFF0060ecf8,Family room Motion Detector,1574076212960,2019-11-18T11:23:32.960Z,11/18/2019 11:23:32,0,100,80,0,2.8,224,greenpeak,gpd,1,0,-54,0,
8,10038,FFFFFFFF0060ecf8,Family room Motion Detector,1574076228480,2019-11-18T11:23:48.480Z,11/18/2019 11:23:48,0,100,80,0,2.8,224,greenpeak,gpd,0,0,-54,0,
