trigger,device_type,device_id,description,timestamp_ms,timestamp_iso,timestamp_excel,batteryLevel,batteryVoltage,degC,deviceVersion,lqi,manufacturer,model,relativeHumidity,rssi,
8,10034,FFFFFFFF006fbd34,Microwave New TempHumidity Sensor,1574069087779,2019-11-18T09:24:47.779Z,11/18/2019 09:24:47,100,2.8,20.7,12.26.01,72,greenpeak,gpd,54,-79,
8,10034,FFFFFFFF006fbd34,Microwave New TempHumidity Sensor,1574069088708,2019-11-18T09:24:48.708Z,11/18/2019 09:24:48,100,2.8,20.7,12.26.01,104,greenpeak,gpd,54,-73,
8,10034,FFFFFFFF006fbd34,Microwave New TempHumidity Sensor,1574069988993,2019-11-18T09:39:48.993Z,11/18/2019 09:39:48,100,2.8,20.7,12.26.01,72,greenpeak,gpd,54,-79,
8,10034,FFFFFFFF006fbd34,Microwave New TempHumidity Sensor,1574069989854,2019-11-18T09:39:49.854Z,11/18/2019 09:39:49,100,2.8,20.7,12.26.01,104,greenpeak,gpd,54,-73,
8,10034,FFFFFFFF006fbd34,Microwave New TempHumidity Sensor,1574070890423,2019-11-18T09:54:50.423Z,11/18/2019 09:54:50,100,2.8,20.7,12.26.01,68,greenpeak,gpd,53,-79,
8,10034,FFFFFFFF006fbd34,Microwave New TempHumidity Sensor,1574070891128,2019-11-18T09:54:51.128Z,11/18/2019 09:54:51,100,2.8,20.7,12.26.01,104,greenpeak,gpd,53,-73,
8,10034,FFFFFFFF006fbd34,Microwave New TempHumidity Sensor,1574071791833,2019-11-18T10:09:51.833Z,11/18/2019 10:09:51,100,2.8,20.7,12.26.01,72,greenpeak,gpd,54,-79,
8,10034,FFFFFFFF006fbd34,Microwave New TempHumidity Sensor,1574071792437,2019-11-18T10:09:52.437Z,11/18/2019 10:09:52,100,2.8,20.6,12.26.01,68,greenpeak,gpd,54,-79,
8,10034,FFFFFFFF006fbd34,Microwave New TempHumidity Sensor,1574072692780,2019-11-18T10:24:52.780Z,11/18/2019 10:24:52,100,2.8,20.6,12.26.01,104,greenpeak,gpd,54,-73,
8,10034,FFFFFFFF006fbd34,Microwave New TempHumidity Sensor,1574072693708,2019-11-18T10:24:53.708Z,11/18/2019 10:24:53,100,2.8,20.6,12.26.01,104,greenpeak,gpd,54,-73,
8,10034,FFFFFFFF006fbd34,Microwave New TempHumidity Sensor,1574073594218,2019-11-18T10:39:54.218Z,11/18/2019 10:39:54,100,2.8,20.6,12.26.01,76,greenpeak,gpd,54,-78,
8,10034,FFFFFFFF006fbd34,Microwave New TempHumidity Sensor,1574073595210,2019-11-18T10:39:55.210Z,11/18/2019 10:39:55,100,2.8,20.6,12.26.01,96,greenpeak,gpd,54,-75,
8,10034,FFFFFFFF006fbd34,Microwave New TempHumidity Sensor,1574074495463,2019-11-18T10:54:55.463Z,11/18/2019 10:54:55,100,2.8,20.6,12.26.01,64,greenpeak,gpd,54,-80,
8,10034,FFFFFFFF006fbd34,Microwave New TempHumidity Sensor,1574074496315,2019-11-18T10:54:56.315Z,11/18/2019 10:54:56,100,2.8,20.6,12.26.01,68,greenpeak,gpd,54,-79,
8,10034,FFFFFFFF006fbd34,Microwave New TempHumidity Sensor,1574075396830,2019-11-18T11:09:56.830Z,11/18/2019 11:09:56,100,2.8,20.6,12.26.01,104,greenpeak,gpd,55,-73,
8,10034,FFFFFFFF006fbd34,Microwave New TempHumidity Sensor,1574075397683,2019-11-18T11:09:57.683Z,11/18/2019 11:09:57,100,2.8,20.9,12.26.01,92,greenpeak,gpd,55,-75,
8,10034,FFFFFFFF006fbd34,Microwave New TempHumidity Sensor,1574075517060,2019-11-18T11:11:57.060Z,11/18/2019 11:11:57,100,2.8,20.9,12.26.01,76,greenpeak,gpd,55,-78,
8,10034,FFFFFFFF006fbd34,Microwave New TempHumidity Sensor,1574075517762,2019-11-18T11:11:57.762Z,11/18/2019 11:11:57,100,2.8,21.3,12.26.01,80,greenpeak,gpd,55,-77,
8,10034,FFFFFFFF006fbd34,Microwave New TempHumidity Sensor,1574075697312,2019-11-18T11:14:57.312Z,11/18/2019 11:14:57,100,2.8,21.3,12.26.01,112,greenpeak,gpd,53,-72,
8,10034,FFFFFFFF006fbd34,Microwave New TempHumidity Sensor,1574075698239,2019-11-18T11:14:58.239Z,11/18/2019 11:14:58,100,2.8,21.6,12.26.01,44,greenpeak,gpd,53,-83,
8,10034,FFFFFFFF006fbd34,Microwave New TempHumidity Sensor,1574075767033,2019-11-18T11:16:07.033Z,11/18/2019 11:16:07,100,2.8,21.6,12.26.01,76,greenpeak,gpd,53,-78,
8,10034,FFFFFFFF006fbd34,Microwave New TempHumidity Sensor,1574076598616,2019-11-18T11:29:58.616Z,11/18/2019 11:29:58,100,2.8,21.6,12.26.01,92,greenpeak,gpd,52,-75,
8,10034,FFFFFFFF006fbd34,Microwave New TempHumidity Sensor,1574076599321,2019-11-18T11:29:59.321Z,11/18/2019 11:29:59,100,2.8,21.7,12.26.01,92,greenpeak,gpd,52,-75,
8,10034,FFFFFFFF006fbd34,Microwave New TempHumidity Sensor,1574077499968,2019-11-18T11:44:59.968Z,11/18/2019 11:44:59,100,2.8,21.7,12.26.01,84,greenpeak,gpd,53,-77,
8,10034,FFFFFFFF006fbd34,Microwave New TempHumidity Sensor,1574077500652,2019-11-18T11:45:00.652Z,11/18/2019 11:45:00,100,2.8,21.6,12.26.01,108,greenpeak,gpd,53,-73,
8,10034,FFFFFFFF006fbd34,Microwave New TempHumidity Sensor,1574078401026,2019-11-18T12:00:01.026Z,11/18/2019 12:00:01,100,2.8,21.6,12.26.01,80,greenpeak,gpd,53,-77,
8,10034,FFFFFFFF006fbd34,Microwave New TempHumidity Sensor,1574078401957,2019-11-18T12:00:01.957Z,11/18/2019 12:00:01,100,2.8,21.4,12.26.01,80,greenpeak,gpd,53,-77,
8,10034,FFFFFFFF006fbd34,Microwave New TempHumidity Sensor,1574079302421,2019-11-18T12:15:02.421Z,11/18/2019 12:15:02,100,2.8,21.4,12.26.01,68,greenpeak,gpd,54,-79,
8,10034,FFFFFFFF006fbd34,Microwave New TempHumidity Sensor,1574079303272,2019-11-18T12:15:03.272Z,11/18/2019 12:15:03,100,2.8,21.3,12.26.01,96,greenpeak,gpd,54,-75,
8,10034,FFFFFFFF006fbd34,Microwave New TempHumidity Sensor,1574080204540,2019-11-18T12:30:04.540Z,11/18/2019 12:30:04,100,2.8,21.1,12.26.01,96,greenpeak,gpd,54,-75,
8,10034,FFFFFFFF006fbd34,Microwave New TempHumidity Sensor,1574081105053,2019-11-18T12:45:05.053Z,11/18/2019 12:45:05,100,2.8,21.1,12.26.01,72,greenpeak,gpd,54,-79,
8,10034,FFFFFFFF006fbd34,Microwave New TempHumidity Sensor,1574081105827,2019-11-18T12:45:05.827Z,11/18/2019 12:45:05,100,2.8,21.1,12.26.01,72,greenpeak,gpd,54,-79,
8,10034,FFFFFFFF006fbd34,Microwave New TempHumidity Sensor,1574082006335,2019-11-18T13:00:06.335Z,11/18/2019 13:00:06,100,2.8,21.1,12.26.01,100,greenpeak,gpd,54,-74,
8,10034,FFFFFFFF006fbd34,Microwave New TempHumidity Sensor,1574082007035,2019-11-18T13:00:07.035Z,11/18/2019 13:00:07,100,2.8,21.0,12.26.01,76,greenpeak,gpd,54,-78,
8,10034,FFFFFFFF006fbd34,Microwave New TempHumidity Sensor,1574082907584,2019-11-18T13:15:07.584Z,11/18/2019 13:15:07,100,2.8,21.0,12.26.01,72,greenpeak,gpd,54,-79,
8,10034,FFFFFFFF006fbd34,Microwave New TempHumidity Sensor,1574082908372,2019-11-18T13:15:08.372Z,11/18/2019 13:15:08,100,2.8,20.9,12.26.01,100,greenpeak,gpd,54,-74,
8,10034,FFFFFFFF006fbd34,Microwave New TempHumidity Sensor,1574083808836,2019-11-18T13:30:08.836Z,11/18/2019 13:30:08,100,2.8,20.9,12.26.01,100,greenpeak,gpd,54,-74,
8,10034,FFFFFFFF006fbd34,Microwave New TempHumidity Sensor,1574083809687,2019-11-18T13:30:09.687Z,11/18/2019 13:30:09,100,2.8,20.9,12.26.01,96,greenpeak,gpd,54,-75,
8,10034,FFFFFFFF006fbd34,Microwave New TempHumidity Sensor,1574084710681,2019-11-18T13:45:10.681Z,11/18/2019 13:45:10,100,2.8,20.9,12.26.01,72,greenpeak,gpd,54,-79,
8,10034,FFFFFFFF006fbd34,Microwave New TempHumidity Sensor,1574084710921,2019-11-18T13:45:10.921Z,11/18/2019 13:45:10,100,2.8,20.8,12.26.01,100,greenpeak,gpd,54,-74,
8,10034,FFFFFFFF006fbd34,Microwave New TempHumidity Sensor,1574086512725,2019-11-18T14:15:12.725Z,11/18/2019 14:15:12,100,2.8,20.8,12.26.01,100,greenpeak,gpd,54,-74,
8,10034,FFFFFFFF006fbd34,Microwave New TempHumidity Sensor,1574086513583,2019-11-18T14:15:13.583Z,11/18/2019 14:15:13,100,2.8,20.8,12.26.01,96,greenpeak,gpd,54,-75,
8,10034,FFFFFFFF006fbd34,Microwave New TempHumidity Sensor,1574087413964,2019-11-18T14:30:13.964Z,11/18/2019 14:30:13,100,2.8,20.8,12.26.01,80,greenpeak,gpd,54,-77,
8,10034,FFFFFFFF006fbd34,Microwave New TempHumidity Sensor,1574087414816,2019-11-18T14:30:14.816Z,11/18/2019 14:30:14,100,2.8,20.7,12.26.01,76,greenpeak,gpd,54,-78,
8,10034,FFFFFFFF006fbd34,Microwave New TempHumidity Sensor,1574088315312,2019-11-18T14:45:15.312Z,11/18/2019 14:45:15,100,2.8,20.7,12.26.01,104,greenpeak,gpd,54,-73,
8,10034,FFFFFFFF006fbd34,Microwave New TempHumidity Sensor,1574088316056,2019-11-18T14:45:16.056Z,11/18/2019 14:45:16,100,2.8,20.6,12.26.01,76,greenpeak,gpd,54,-78,
8,10034,FFFFFFFF006fbd34,Microwave New TempHumidity Sensor,1574089216494,2019-11-18T15:00:16.494Z,11/18/2019 15:00:16,100,2.8,20.6,12.26.01,96,greenpeak,gpd,54,-75,
8,10034,FFFFFFFF006fbd34,Microwave New TempHumidity Sensor,1574089217365,2019-11-18T15:00:17.365Z,11/18/2019 15:00:17,100,2.8,20.6,12.26.01,76,greenpeak,gpd,54,-78,
8,10034,FFFFFFFF006fbd34,Microwave New TempHumidity Sensor,1574090117769,2019-11-18T15:15:17.769Z,11/18/2019 15:15:17,100,2.8,20.6,12.26.01,100,greenpeak,gpd,54,-74,
8,10034,FFFFFFFF006fbd34,Microwave New TempHumidity Sensor,1574090118590,2019-11-18T15:15:18.590Z,11/18/2019 15:15:18,100,2.8,20.6,12.26.01,76,greenpeak,gpd,54,-78,
8,10034,FFFFFFFF006fbd34,Microwave New TempHumidity Sensor,1574091019029,2019-11-18T15:30:19.029Z,11/18/2019 15:30:19,100,2.8,20.6,12.26.01,100,greenpeak,gpd,54,-74,
8,10034,FFFFFFFF006fbd34,Microwave New TempHumidity Sensor,1574091019958,2019-11-18T15:30:19.958Z,11/18/2019 15:30:19,100,2.8,20.5,12.26.01,76,greenpeak,gpd,54,-78,
8,10034,FFFFFFFF006fbd34,Microwave New TempHumidity Sensor,1574091920447,2019-11-18T15:45:20.447Z,11/18/2019 15:45:20,100,2.8,20.5,12.26.01,96,greenpeak,gpd,53,-75,
8,10034,FFFFFFFF006fbd34,Microwave New TempHumidity Sensor,1574091921205,2019-11-18T15:45:21.205Z,11/18/2019 15:45:21,100,2.8,20.5,12.26.01,72,greenpeak,gpd,53,-79,
8,10034,FFFFFFFF006fbd34,Microwave New TempHumidity Sensor,1574092822284,2019-11-18T16:00:22.284Z,11/18/2019 16:00:22,100,2.8,20.5,12.26.01,104,greenpeak,gpd,53,-73,
