timestamp_ms,timestamp_iso,timestamp_excel,doorStatus,lqi,rssi
1.57426E+12,2019-11-20T13:22:05.976Z,11/20/2019 13:22,0,36,-84
1.57426E+12,2019-11-20T13:37:05.984Z,11/20/2019 13:37,0,36,-84
1.57426E+12,2019-11-20T13:52:05.977Z,11/20/2019 13:52,0,32,-85
1.57426E+12,2019-11-20T14:07:05.801Z,11/20/2019 14:07,0,36,-84
1.57426E+12,2019-11-20T14:22:05.906Z,11/20/2019 14:22,0,32,-85
1.57426E+12,2019-11-20T14:37:05.878Z,11/20/2019 14:37,0,20,-87
1.57426E+12,2019-11-20T14:52:05.878Z,11/20/2019 14:52,0,28,-86
1.57426E+12,2019-11-20T15:07:05.862Z,11/20/2019 15:07,0,16,-88
1.57426E+12,2019-11-20T15:22:05.742Z,11/20/2019 15:22,0,28,-86
1.57426E+12,2019-11-20T15:37:05.881Z,11/20/2019 15:37,0,28,-86
1.57427E+12,2019-11-20T15:52:05.784Z,11/20/2019 15:52,0,20,-87
1.57427E+12,2019-11-20T16:07:05.733Z,11/20/2019 16:07,0,56,-81
1.57427E+12,2019-11-20T16:22:05.821Z,11/20/2019 16:22,0,52,-82
1.57427E+12,2019-11-20T16:37:05.637Z,11/20/2019 16:37,0,44,-83
1.57427E+12,2019-11-20T16:52:05.770Z,11/20/2019 16:52,0,56,-81
1.57427E+12,2019-11-20T17:07:05.677Z,11/20/2019 17:07,0,60,-81
1.57427E+12,2019-11-20T17:22:05.603Z,11/20/2019 17:22,0,48,-83
1.57427E+12,2019-11-20T17:37:05.665Z,11/20/2019 17:37,0,56,-81
1.57427E+12,2019-11-20T17:52:05.613Z,11/20/2019 17:52,0,64,-80
1.57427E+12,2019-11-20T18:07:05.670Z,11/20/2019 18:07,0,68,-79
1.57427E+12,2019-11-20T18:22:05.503Z,11/20/2019 18:22,0,60,-81
1.57428E+12,2019-11-20T18:37:05.665Z,11/20/2019 18:37,0,64,-80
1.57428E+12,2019-11-20T18:51:45.619Z,11/20/2019 18:51,0,64,-80
1.57428E+12,2019-11-20T18:52:05.519Z,11/20/2019 18:52,0,56,-81
1.57428E+12,2019-11-20T19:07:05.677Z,11/20/2019 19:07,0,60,-81
1.57428E+12,2019-11-20T19:22:05.641Z,11/20/2019 19:22,0,96,-75
1.57428E+12,2019-11-20T19:37:05.573Z,11/20/2019 19:37,0,68,-79
1.57428E+12,2019-11-20T19:52:05.579Z,11/20/2019 19:52,0,56,-81
1.57428E+12,2019-11-20T20:07:05.494Z,11/20/2019 20:07,0,72,-79
1.57428E+12,2019-11-20T20:22:05.448Z,11/20/2019 20:22,0,72,-79
1.57428E+12,2019-11-20T20:37:05.458Z,11/20/2019 20:37,0,76,-78
1.57428E+12,2019-11-20T20:52:05.557Z,11/20/2019 20:52,0,76,-78
1.57428E+12,2019-11-20T21:07:05.422Z,11/20/2019 21:07,0,56,-81
1.57428E+12,2019-11-20T21:22:05.433Z,11/20/2019 21:22,0,36,-84
1.57429E+12,2019-11-20T21:37:05.385Z,11/20/2019 21:37,0,16,-88
1.57429E+12,2019-11-20T21:52:05.332Z,11/20/2019 21:52,0,64,-80
1.57429E+12,2019-11-20T22:07:05.273Z,11/20/2019 22:07,0,36,-84
1.57429E+12,2019-11-20T22:22:05.452Z,11/20/2019 22:22,0,44,-83
1.57429E+12,2019-11-20T22:37:05.294Z,11/20/2019 22:37,0,52,-82
1.57429E+12,2019-11-20T22:52:05.385Z,11/20/2019 22:52,0,56,-81
1.57429E+12,2019-11-20T23:07:05.228Z,11/20/2019 23:07,0,48,-83
1.57429E+12,2019-11-20T23:22:05.320Z,11/20/2019 23:22,0,88,-76
1.57429E+12,2019-11-20T23:37:05.371Z,11/20/2019 23:37,0,64,-80
1.57429E+12,2019-11-20T23:52:05.256Z,11/20/2019 23:52,0,72,-79
1.57429E+12,2019-11-21T00:07:05.347Z,11/21/2019 0:07,0,80,-77
1.5743E+12,2019-11-21T00:22:05.274Z,11/21/2019 0:22,0,116,-71
1.5743E+12,2019-11-21T00:37:05.197Z,11/21/2019 0:37,0,112,-72
1.5743E+12,2019-11-21T00:51:44.526Z,11/21/2019 0:51,0,104,-73
1.5743E+12,2019-11-21T00:52:05.056Z,11/21/2019 0:52,0,108,-73
1.5743E+12,2019-11-21T01:07:05.674Z,11/21/2019 1:07,0,104,-73
1.5743E+12,2019-11-21T01:22:05.647Z,11/21/2019 1:22,0,104,-73
1.5743E+12,2019-11-21T01:37:05.128Z,11/21/2019 1:37,0,96,-75
1.5743E+12,2019-11-21T01:52:05.234Z,11/21/2019 1:52,0,104,-73
1.5743E+12,2019-11-21T02:07:05.133Z,11/21/2019 2:07,0,96,-75
1.5743E+12,2019-11-21T02:22:05.206Z,11/21/2019 2:22,0,108,-73
1.5743E+12,2019-11-21T02:37:05.101Z,11/21/2019 2:37,0,96,-75
1.5743E+12,2019-11-21T02:52:04.985Z,11/21/2019 2:52,0,108,-73
1.57431E+12,2019-11-21T03:07:05.112Z,11/21/2019 3:07,0,80,-77
1.57431E+12,2019-11-21T03:22:04.973Z,11/21/2019 3:22,0,92,-75
1.57431E+12,2019-11-21T03:37:04.984Z,11/21/2019 3:37,0,88,-76
1.57431E+12,2019-11-21T03:52:04.901Z,11/21/2019 3:52,0,104,-73
1.57431E+12,2019-11-21T04:07:04.955Z,11/21/2019 4:07,0,108,-73
1.57432E+12,2019-11-21T06:51:44.083Z,11/21/2019 6:51,0,108,-73
1.57432E+12,2019-11-21T06:52:04.666Z,11/21/2019 6:52,0,112,-72
1.57432E+12,2019-11-21T07:07:04.772Z,11/21/2019 7:07,0,108,-73
1.57432E+12,2019-11-21T07:22:05.432Z,11/21/2019 7:22,0,108,-73
1.57432E+12,2019-11-21T07:37:04.812Z,11/21/2019 7:37,0,112,-72
1.57432E+12,2019-11-21T07:52:04.736Z,11/21/2019 7:52,0,108,-73
1.57432E+12,2019-11-21T08:22:05.531Z,11/21/2019 8:22,0,108,-73
