Timestamp,Output
2020-01-21T19:59:33.611Z,0
2020-01-21T19:59:25.629Z,2
2020-01-21T19:55:54.535Z,0
2020-01-21T19:55:49.625Z,2
2020-01-21T19:55:49.116Z,0
2020-01-21T19:55:38.119Z,2
2020-01-21T19:55:10.724Z,0
2020-01-21T19:55:02.737Z,2
2020-01-21T19:45:56.248Z,0
2020-01-21T19:45:48.345Z,2
2020-01-21T19:45:01.604Z,0
2020-01-21T19:44:49.975Z,2
2020-01-21T19:44:26.418Z,0
2020-01-21T19:44:15.923Z,2
2020-01-21T19:44:11.186Z,0
2020-01-21T19:44:03.179Z,2
2020-01-21T19:43:49.536Z,0
2020-01-21T19:43:44.541Z,2
2020-01-21T19:43:21.934Z,0
2020-01-21T19:43:13.932Z,2
2020-01-21T19:42:28.713Z,0
2020-01-21T19:42:20.707Z,2
2020-01-21T18:30:59.509Z,0
2020-01-21T18:30:51.503Z,2
2020-01-21T18:30:37.611Z,0
2020-01-21T18:30:27.055Z,2
2020-01-21T18:30:19.095Z,0
2020-01-21T18:30:14.184Z,2
2020-01-21T18:30:04.467Z,0
2020-01-21T18:29:56.713Z,2
2020-01-21T18:28:42.054Z,0
2020-01-21T18:28:34.047Z,2
2020-01-21T18:27:56.068Z,0
2020-01-21T18:27:48.055Z,2
2020-01-21T18:27:05.265Z,0
2020-01-21T18:26:57.177Z,2
2020-01-21T18:26:18.165Z,0
2020-01-21T18:26:10.160Z,2
2020-01-21T18:24:18.104Z,0
2020-01-21T18:24:07.006Z,2
2020-01-21T18:24:03.419Z,0
2020-01-21T18:23:55.388Z,2
2020-01-21T18:13:49.807Z,0
2020-01-21T18:13:44.801Z,2
2020-01-21T18:12:21.901Z,0
2020-01-21T18:12:16.898Z,2
2020-01-21T18:11:14.492Z,0
2020-01-21T18:11:06.563Z,2
2020-01-21T18:02:59.706Z,0
2020-01-21T18:02:48.422Z,2
2020-01-21T18:01:47.604Z,0
2020-01-21T18:01:39.513Z,2
2020-01-21T17:48:26.003Z,0
2020-01-21T17:48:18.003Z,2
2020-01-21T17:48:05.475Z,0
2020-01-21T17:47:57.187Z,2
2020-01-21T17:43:24.029Z,0
2020-01-21T17:43:16.360Z,2
2020-01-21T17:42:57.900Z,0
2020-01-21T17:42:47.517Z,2
2020-01-21T17:35:06.292Z,0
2020-01-21T17:34:58.294Z,2
2020-01-21T17:33:30.903Z,0
2020-01-21T17:33:22.906Z,2
2020-01-21T17:30:50.901Z,0
2020-01-21T17:30:45.902Z,2
2020-01-21T17:29:24.852Z,0
2020-01-21T17:29:16.742Z,2
2020-01-21T17:27:19.141Z,0
2020-01-21T17:27:11.072Z,2
2020-01-21T16:58:00.726Z,0
2020-01-21T16:57:49.730Z,2
2020-01-21T16:44:02.151Z,0
2020-01-21T16:43:50.459Z,2
2020-01-21T16:30:02.176Z,0
2020-01-21T16:29:51.171Z,2
2020-01-21T16:29:45.240Z,0
2020-01-21T16:29:25.232Z,2
2020-01-21T16:28:45.630Z,0
2020-01-21T16:28:31.764Z,2
2020-01-21T16:26:19.866Z,0
2020-01-21T16:26:14.860Z,2
2020-01-21T16:26:03.542Z,0
2020-01-21T16:25:25.198Z,2
2020-01-21T16:24:58.688Z,0
2020-01-21T16:24:32.471Z,2
2020-01-21T16:24:28.823Z,0
2020-01-21T16:24:17.814Z,2
2020-01-21T16:24:01.206Z,0
2020-01-21T16:23:53.471Z,2
2020-01-21T16:14:03.981Z,0
2020-01-21T16:13:55.986Z,2
2020-01-21T16:13:48.043Z,0
2020-01-21T16:13:40.005Z,2
2020-01-21T16:13:32.352Z,0
2020-01-21T16:13:24.587Z,2
2020-01-21T16:10:55.038Z,0
2020-01-21T16:10:44.276Z,2
2020-01-21T16:09:47.618Z,0
2020-01-21T16:09:39.613Z,2
2020-01-21T16:09:30.961Z,0
2020-01-21T16:09:20.584Z,2
2020-01-21T15:23:12.016Z,0
2020-01-21T13:26:12.965Z,0
2020-01-21T13:25:46.936Z,2
2020-01-21T13:25:45.925Z,0
