Timestamp,Output
2020-01-21T19:42:13.222Z,1
2020-01-21T19:37:27.076Z,0
2020-01-21T18:31:14.704Z,1
2020-01-21T18:05:47.369Z,0
2020-01-21T16:08:48.243Z,0
2020-01-21T14:11:49.934Z,0
2020-01-21T12:14:52.022Z,0
2020-01-21T12:13:47.257Z,1
2020-01-21T12:13:33.248Z,0
2020-01-21T12:12:40.305Z,1
2020-01-21T12:11:56.205Z,0
2020-01-21T12:11:52.948Z,1
2020-01-21T12:11:00.770Z,0
2020-01-21T12:09:36.641Z,1
2020-01-21T12:05:21.357Z,0
2020-01-21T12:05:13.314Z,1
2020-01-21T11:51:08.505Z,0
2020-01-21T11:51:02.999Z,1
2020-01-21T11:37:10.966Z,0
2020-01-21T11:37:04.254Z,1
2020-01-21T11:35:44.948Z,0
2020-01-21T09:38:47.048Z,0
2020-01-21T07:41:48.901Z,0
2020-01-21T05:44:49.893Z,0
2020-01-21T03:47:50.088Z,0
2020-01-21T01:50:50.387Z,0
2020-01-21T01:50:49.715Z,1
2020-01-21T01:48:07.506Z,0
2020-01-21T01:48:03.786Z,1
2020-01-21T01:47:45.055Z,0
2020-01-21T01:47:40.085Z,1
2020-01-21T01:45:00.273Z,0
2020-01-21T01:44:15.961Z,1
2020-01-21T01:44:07.707Z,0
2020-01-21T01:44:00.857Z,1
2020-01-21T01:43:45.651Z,0
2020-01-21T01:43:40.956Z,1
2020-01-21T01:42:48.906Z,0
2020-01-21T01:42:38.474Z,1
2020-01-20T23:46:16.087Z,0
2020-01-20T23:46:09.452Z,1
2020-01-20T23:46:01.748Z,0
2020-01-20T23:45:58.764Z,1
2020-01-20T23:45:51.964Z,0
2020-01-20T23:45:41.987Z,1
2020-01-20T23:45:27.265Z,0
2020-01-20T23:45:24.148Z,1
2020-01-20T23:45:14.770Z,0
2020-01-20T23:45:11.575Z,1
2020-01-20T23:45:07.659Z,0
2020-01-20T23:44:59.457Z,1
2020-01-20T23:14:52.590Z,0
2020-01-20T23:14:49.544Z,1
2020-01-20T23:14:37.517Z,0
2020-01-20T23:14:34.434Z,1
2020-01-20T23:13:55.082Z,0
2020-01-20T23:13:51.754Z,1
2020-01-20T23:13:34.133Z,0
2020-01-20T23:12:59.214Z,1
2020-01-20T23:03:43.933Z,0
2020-01-20T23:03:06.789Z,1
2020-01-20T23:02:19.400Z,0
2020-01-20T23:02:16.580Z,1
2020-01-20T22:44:41.431Z,0
2020-01-20T22:44:22.062Z,1
2020-01-20T22:41:40.219Z,0
2020-01-20T22:41:11.672Z,1
2020-01-20T22:25:04.377Z,0
2020-01-20T22:24:26.206Z,1
2020-01-20T21:36:52.256Z,0
2020-01-20T21:36:47.708Z,1
2020-01-20T20:14:07.827Z,0
2020-01-20T20:14:02.893Z,1
2020-01-20T19:30:30.489Z,0
2020-01-20T19:30:15.440Z,1
2020-01-20T19:30:06.242Z,1
2020-01-20T19:29:42.011Z,0
2020-01-20T19:29:38.223Z,1
2020-01-20T19:16:51.602Z,0
2020-01-20T19:16:30.348Z,1
2020-01-20T17:59:40.692Z,0
2020-01-20T17:59:32.720Z,1
2020-01-20T17:56:47.372Z,0
2020-01-20T15:59:47.366Z,0
2020-01-20T15:58:47.568Z,1
2020-01-20T15:55:02.586Z,0
2020-01-20T15:54:59.372Z,1
2020-01-20T15:52:27.777Z,0
2020-01-20T15:52:19.789Z,1
2020-01-20T15:02:50.187Z,0
2020-01-20T15:02:39.386Z,1
2020-01-20T14:11:45.803Z,0
2020-01-20T12:14:46.980Z,0
2020-01-20T12:13:43.150Z,1
2020-01-20T10:33:59.187Z,0
2020-01-20T08:36:59.459Z,0
2020-01-20T06:39:59.201Z,0
2020-01-20T04:42:57.807Z,0
2020-01-20T02:45:55.550Z,0
2020-01-20T00:48:52.418Z,0
2020-01-19T22:51:49.681Z,0
2020-01-19T20:54:47.046Z,0
2020-01-19T20:54:42.994Z,1
2020-01-19T19:52:35.948Z,0
2020-01-19T19:52:31.051Z,1
2020-01-19T19:52:28.162Z,0
2020-01-19T19:52:24.856Z,1
2020-01-19T19:34:22.746Z,0
2020-01-19T19:34:15.954Z,1
2020-01-19T18:53:27.128Z,0
2020-01-19T18:53:23.310Z,1
2020-01-19T18:53:15.739Z,0
2020-01-19T18:53:12.483Z,1
2020-01-19T18:52:47.758Z,0
2020-01-19T18:52:31.733Z,1
2020-01-19T17:01:52.828Z,0
2020-01-19T17:01:45.544Z,1
2020-01-19T15:42:45.511Z,0
2020-01-19T15:42:35.831Z,1
2020-01-19T14:35:38.765Z,0
2020-01-19T12:38:37.099Z,0
2020-01-19T10:41:34.927Z,0
2020-01-19T08:44:32.503Z,0
2020-01-19T06:47:29.875Z,0
2020-01-19T04:50:26.818Z,0
2020-01-19T04:50:18.192Z,1
2020-01-19T03:21:37.515Z,0
2020-01-19T03:20:42.071Z,1
2020-01-19T02:27:20.200Z,0
2020-01-19T02:26:34.707Z,1
2020-01-19T00:59:32.696Z,0
2020-01-19T00:59:28.976Z,1
2020-01-19T00:59:09.116Z,0
2020-01-19T00:59:05.099Z,1
2020-01-18T23:38:36.027Z,0
2020-01-18T23:38:33.114Z,1
2020-01-18T23:38:11.209Z,0
2020-01-18T23:38:05.904Z,1
2020-01-18T22:37:17.031Z,0
2020-01-18T22:37:12.991Z,1
2020-01-18T22:34:21.114Z,0
2020-01-18T22:34:17.016Z,1
2020-01-18T21:34:38.699Z,0
2020-01-18T21:34:33.703Z,1
2020-01-18T21:34:12.526Z,0
2020-01-18T21:34:06.207Z,1
2020-01-18T20:53:57.224Z,0
2020-01-18T20:53:54.330Z,1
2020-01-18T20:52:45.894Z,0
2020-01-18T20:52:40.210Z,1
2020-01-18T19:37:50.687Z,0
2020-01-18T19:37:46.862Z,1
