Timestamp,Output
2020-01-21T20:00:36.141Z,0
2020-01-21T20:00:28.151Z,2
2020-01-21T19:59:34.566Z,0
2020-01-21T19:59:26.638Z,2
2020-01-21T19:55:55.017Z,0
2020-01-21T19:55:44.023Z,2
2020-01-21T19:55:42.299Z,0
2020-01-21T19:55:37.304Z,2
2020-01-21T19:55:35.604Z,0
2020-01-21T19:55:27.614Z,2
2020-01-21T19:55:09.111Z,0
2020-01-21T19:55:04.112Z,2
2020-01-21T19:45:52.004Z,0
2020-01-21T19:45:47.007Z,2
2020-01-21T19:44:59.910Z,0
2020-01-21T19:44:50.107Z,2
2020-01-21T19:44:27.160Z,0
2020-01-21T19:44:22.156Z,2
2020-01-21T19:44:20.122Z,0
2020-01-21T19:44:15.121Z,2
2020-01-21T19:44:09.255Z,0
2020-01-21T19:44:04.255Z,2
2020-01-21T19:43:23.108Z,0
2020-01-21T19:43:15.099Z,2
2020-01-21T19:42:25.440Z,0
2020-01-21T19:42:14.148Z,2
2020-01-21T18:31:55.201Z,0
2020-01-21T18:31:47.195Z,2
2020-01-21T18:31:21.815Z,0
2020-01-21T18:31:02.343Z,2
2020-01-21T18:31:01.599Z,0
2020-01-21T18:30:52.689Z,2
2020-01-21T18:30:20.468Z,0
2020-01-21T18:30:06.476Z,2
2020-01-21T18:30:05.686Z,0
2020-01-21T18:29:57.677Z,2
2020-01-21T18:27:54.064Z,0
2020-01-21T18:27:27.011Z,2
2020-01-21T18:27:25.642Z,0
2020-01-21T18:27:11.538Z,2
2020-01-21T18:27:06.772Z,0
2020-01-21T18:26:58.782Z,2
2020-01-21T18:26:16.315Z,0
2020-01-21T18:26:05.333Z,2
2020-01-21T18:25:42.242Z,0
2020-01-21T18:25:37.246Z,2
2020-01-21T18:24:30.641Z,0
2020-01-21T18:24:22.650Z,2
2020-01-21T18:24:20.300Z,0
2020-01-21T18:24:09.306Z,2
2020-01-21T18:24:02.172Z,0
2020-01-21T18:23:50.830Z,2
2020-01-21T18:14:02.490Z,0
2020-01-21T18:13:57.494Z,2
2020-01-21T18:13:55.651Z,0
2020-01-21T18:13:51.266Z,2
2020-01-21T18:13:50.506Z,0
2020-01-21T18:13:45.512Z,2
2020-01-21T18:12:22.677Z,0
2020-01-21T18:12:11.687Z,2
