Timestamp,Output
2020-01-21T18:13:24.921Z,0
2020-01-21T18:12:56.144Z,2
2020-01-21T18:12:52.316Z,0
2020-01-21T18:12:47.335Z,2
2020-01-21T17:23:05.351Z,0
2020-01-21T17:23:00.370Z,2
2020-01-21T17:22:57.270Z,0
2020-01-21T17:22:52.291Z,2
2020-01-21T17:22:18.665Z,0
2020-01-21T17:22:13.693Z,2
2020-01-21T17:13:20.514Z,0
2020-01-21T17:13:12.344Z,2
2020-01-21T17:00:04.074Z,0
2020-01-21T16:59:50.134Z,2
2020-01-21T16:58:54.601Z,0
2020-01-21T16:58:46.634Z,2
2020-01-21T15:55:26.762Z,0
2020-01-21T13:58:58.166Z,0
2020-01-21T12:02:29.167Z,0
2020-01-21T12:02:24.182Z,2
2020-01-21T12:02:23.241Z,0
2020-01-21T12:02:18.263Z,2
2020-01-21T11:44:05.535Z,0
2020-01-21T11:44:00.566Z,2
2020-01-21T11:43:59.357Z,0
2020-01-21T11:43:54.375Z,2
2020-01-21T11:41:26.377Z,0
2020-01-21T11:40:26.330Z,2
2020-01-21T11:40:22.609Z,0
2020-01-21T11:40:11.651Z,2
2020-01-21T11:39:09.119Z,0
2020-01-21T11:39:01.706Z,2
2020-01-21T11:38:27.127Z,0
2020-01-21T11:38:19.156Z,2
2020-01-21T11:34:27.914Z,0
2020-01-21T11:34:18.272Z,2
2020-01-21T11:31:36.712Z,0
2020-01-21T11:31:31.734Z,2
2020-01-21T11:31:10.656Z,0
2020-01-21T11:31:05.672Z,2
2020-01-21T11:30:12.027Z,0
2020-01-21T11:30:03.246Z,2
2020-01-21T11:25:28.651Z,0
2020-01-21T11:25:03.780Z,2
2020-01-21T10:56:53.913Z,0
2020-01-21T10:56:36.923Z,2
2020-01-21T10:56:34.191Z,0
2020-01-21T10:56:29.215Z,2
2020-01-21T10:40:05.378Z,0
2020-01-21T10:40:00.398Z,2
2020-01-21T10:36:49.128Z,0
2020-01-21T10:36:44.147Z,2
2020-01-21T10:13:26.061Z,0
2020-01-21T10:13:05.933Z,2
2020-01-21T10:13:01.806Z,0
2020-01-21T10:12:46.958Z,2
2020-01-21T10:11:17.228Z,0
2020-01-21T10:11:12.249Z,2
2020-01-21T10:11:06.321Z,0
2020-01-21T10:10:30.650Z,2
2020-01-21T09:40:46.263Z,0
2020-01-21T09:40:38.014Z,2
2020-01-21T09:39:39.278Z,0
2020-01-21T09:39:34.291Z,2
2020-01-21T09:26:45.915Z,0
2020-01-21T09:26:37.949Z,2
2020-01-21T09:26:17.249Z,0
2020-01-21T09:26:09.282Z,2
2020-01-21T08:47:07.699Z,0
2020-01-21T08:46:59.678Z,2
2020-01-21T08:46:14.336Z,0
2020-01-21T08:46:09.356Z,2
2020-01-21T08:45:24.049Z,0
2020-01-21T08:45:13.040Z,2
2020-01-21T08:44:50.503Z,0
2020-01-21T08:44:42.532Z,2
