Timestamp,Output
2020-01-21T19:44:24.890Z,0
2020-01-21T19:44:16.911Z,2
2020-01-21T18:30:32.003Z,0
2020-01-21T18:30:15.119Z,2
2020-01-21T18:30:01.983Z,0
2020-01-21T18:29:22.268Z,2
2020-01-21T18:29:20.374Z,0
2020-01-21T18:29:15.379Z,2
2020-01-21T18:28:52.800Z,0
2020-01-21T18:28:35.616Z,2
2020-01-21T18:26:45.041Z,0
2020-01-21T16:29:54.754Z,0
2020-01-21T16:29:34.174Z,2
2020-01-21T16:25:34.518Z,0
2020-01-21T16:24:52.965Z,2
2020-01-21T16:10:47.276Z,0
2020-01-21T16:10:13.308Z,2
2020-01-21T16:10:06.231Z,0
2020-01-21T16:10:01.232Z,2
2020-01-21T16:09:58.683Z,0
2020-01-21T16:09:40.885Z,2
2020-01-21T15:22:42.872Z,0
2020-01-21T13:25:52.538Z,0
2020-01-21T13:25:41.545Z,2
2020-01-21T13:23:54.282Z,0
2020-01-21T13:23:49.282Z,2
2020-01-21T13:23:46.570Z,0
2020-01-21T13:23:38.686Z,2
2020-01-21T13:22:36.912Z,0
2020-01-21T13:22:07.487Z,2
2020-01-21T13:22:02.213Z,0
2020-01-21T13:21:45.228Z,2
2020-01-21T12:09:02.862Z,0
2020-01-21T12:08:51.866Z,2
2020-01-21T11:59:02.266Z,0
2020-01-21T11:58:48.282Z,2
2020-01-21T11:51:25.969Z,0
2020-01-21T11:51:11.930Z,2
2020-01-21T11:51:08.881Z,0
2020-01-21T11:51:03.881Z,2
2020-01-21T11:51:02.354Z,0
2020-01-21T11:50:57.358Z,2
2020-01-21T11:50:51.118Z,0
2020-01-21T11:50:37.124Z,2
2020-01-21T11:45:39.126Z,0
2020-01-21T11:45:28.130Z,2
2020-01-21T11:18:52.914Z,0
2020-01-21T11:18:41.925Z,2
2020-01-21T11:08:20.119Z,0
2020-01-21T09:11:31.140Z,0
2020-01-21T07:14:41.992Z,0
2020-01-21T05:17:52.945Z,0
